Mass,Retention Time,Frequency
581.4895,1.3353579,81
657.4182,1.489827,81
648.9009,3.2177901,81
753.5282,1.9901853,81
281.1705,1.7079504,81
438.1792,4.4480486,81
535.1802,1.9933332,81
519.2514,2.0502467,81
795.5164,4.6592712,81
217.1425,6.6183586,81
649.4508,2.1145432,81
675.4703,2.10721,81
567.2603,1.4896247,80
502.2775,1.5098876,80
599.2824,3.0916622,80
514.4068,1.329175,80
847.5582,1.4481127,80
669.4936,2.4759617,80
783.4838,2.5525873,80
563.2137,7.973527,80
303.959,3.3917375,80
324.106,2.7075248,80
671.4677,1.4862502,80
428.2426,1.5362624,80
302.122,1.4999498,80
119.0553,3.1869626,80
588.8867,1.3310373,80
785.5155,1.425825,80
202.1664,2.0292377,80
860.828,3.2705503,80
595.4053,2.6082997,80
309.8155,3.3920753,80
595.9243,3.27425,80
272.1187,1.8001995,80
326.0108,5.5895696,79
845.5879,1.4226074,79
172.0679,2.9041266,79
474.8802,3.3138733,79
486.1577,2.3932154,79
407.0396,5.5698476,79
331.8822,3.2956579,79
348.0485,3.5040762,79
592.3194,1.4246962,79
465.2857,2.5677211,79
168.0875,6.3838477,79
593.8714,3.2320378,79
357.2325,1.8641139,79
361.2028,2.8466337,79
354.1366,2.2399366,79
990.3281,2.427051,79
153.0899,4.4952273,79
445.237,2.694747,79
703.5011,4.40386,79
195.0829,1.5637721,79
775.0234,3.0230758,79
230.1227,3.555367,79
783.5636,2.0437596,79
686.3306,1.3906585,79
371.2936,1.7070886,79
770.1901,2.9953802,79
875.5302,1.489329,79
269.1068,2.8146958,79
178.0791,1.568165,79
669.428,1.4108227,79
215.0557,4.2855644,78
618.3554,1.4837307,78
539.3141,1.5714744,78
396.1579,5.9242425,78
786.5945,2.055898,78
621.9395,3.246602,78
371.3029,3.8363464,78
265.1476,5.6124234,78
328.0138,3.181615,78
588.2078,3.2292314,78
342.0342,2.9778972,78
801.5811,2.6903594,78
813.2736,4.2439747,78
461.3454,1.3328843,78
203.2375,6.3290505,78
519.3232,2.4456801,78
424.1203,3.456282,78
548.8933,1.4133075,78
727.4987,1.8190262,77
446.1799,1.9877012,77
369.0388,2.9224286,77
159.0877,3.6523767,77
188.1145,1.3884416,77
218.009,3.446974,77
675.4514,1.360857,77
789.9764,1.4770516,77
374.9925,3.3993902,77
813.4606,1.432779,77
232.0717,3.7067137,77
574.4835,1.3264287,77
529.2945,1.6845195,77
930.5513,2.063857,77
361.0794,6.0649753,77
377.1096,2.608325,77
294.0894,5.886077,77
503.3225,1.9726624,77
575.2944,4.4603887,77
504.1746,2.1470132,77
473.2811,1.789,77
803.5516,1.6101431,77
543.864,7.349571,77
695.8802,3.2836366,77
682.5959,3.8139997,77
625.9694,3.4301949,77
947.5976,1.4858421,76
344.1622,1.6352631,76
577.3534,2.1437628,76
346.1767,1.5876578,76
815.5996,2.063816,76
412.1141,3.6226847,76
158.0461,1.7180921,76
468.9237,3.2507637,76
713.5199,2.5341446,76
423.2312,2.11921,76
327.014,5.635118,76
350.2093,2.9948025,76
382.0997,5.63429,76
351.0487,2.7653682,76
778.4826,1.4157766,76
290.1234,6.3963165,76
810.2637,2.5180652,76
515.2887,1.5893866,75
695.4292,2.4180794,75
174.0899,1.8148398,75
279.2462,1.4162798,75
215.056,6.162347,75
831.5347,1.49276,75
414.1501,3.9320402,75
463.2526,1.6474936,75
681.3827,1.4151603,75
114.061,1.5507066,75
369.0446,3.7601202,75
215.1636,5.322132,75
877.4153,2.9567993,75
602.1456,2.5499067,75
435.1881,1.4712402,75
186.0474,2.274466,75
388.1143,8.214079,75
747.383,2.0434,75
606.9334,1.4349866,75
567.2783,2.2562802,75
681.3541,2.3660269,75
236.0773,2.3328,75
611.8859,3.257654,75
593.217,4.444241,75
648.2111,2.5198932,75
820.3244,1.4891068,75
368.3721,2.1495411,74
517.3139,1.785662,74
272.0293,2.5224595,74
555.359,1.5689054,74
404.2207,1.6246624,74
531.2618,3.4477026,74
653.2802,1.9796346,74
815.4063,2.4974325,74
301.2917,2.101473,74
792.4994,1.4203919,74
328.1699,1.5393244,74
384.1266,3.576892,74
644.2533,2.9062026,74
171.1199,1.6092434,74
812.2875,3.8158784,74
240.1503,1.5592028,74
293.1825,1.563892,74
623.5147,3.0140002,74
160.0833,3.7196074,74
762.8503,3.2809455,74
243.167,1.5452433,74
241.176,6.6966624,74
595.3529,1.694594,74
827.4847,4.7034454,74
518.2156,1.5934868,74
358.1818,1.5591621,74
151.0513,1.6994193,74
268.0912,1.9838917,74
406.0925,3.7153246,74
755.5484,1.912878,74
666.2223,2.8186026,73
229.164,1.5251505,73
162.1123,1.5184795,73
921.0026,5.650591,73
354.9757,3.2060957,73
334.2341,1.4604381,73
568.347,3.3517396,73
428.2165,1.4818767,73
701.3251,2.7383842,73
748.9431,3.228438,73
627.0933,1.2361505,73
241.1193,8.383657,73
368.1238,1.4819862,73
96.0205,2.3995342,73
501.4372,1.3423975,73
755.2692,4.3790135,73
488.289,1.5960963,73
294.1537,1.818123,73
577.9195,1.4260546,73
228.1433,2.8193014,73
189.0412,3.41863,73
287.1953,6.042712,73
416.6977,1.4973975,73
433.2145,2.5926301,73
741.5506,2.1193423,73
263.1587,1.5695207,73
408.1476,2.0888631,73
571.3676,1.7346168,73
767.4836,4.6305,72
515.3088,1.727,72
910.5643,1.4496804,72
133.1083,2.9433894,72
327.1607,4.4117637,72
372.1853,1.5029306,72
790.9284,3.3110416,72
443.2978,1.7185693,72
251.1017,6.2800565,72
547.3268,1.9715418,72
195.0897,1.6045418,72
202.2142,2.0287778,72
645.1555,4.6189733,72
666.2214,5.9154444,72
236.0035,3.5120418,72
455.2983,1.8518614,72
169.0594,2.197917,72
566.3727,1.3767637,72
283.1699,1.7096804,72
237.0338,4.431457,72
507.322,2.349264,72
553.3446,1.5438055,72
615.4107,1.5014168,72
291.957,3.2507224,72
887.3768,1.4861526,72
403.1803,1.4703194,72
519.0662,2.9409714,72
187.1107,1.5649585,72
244.0881,1.9060557,72
606.939,1.4140555,72
386.2086,1.6917362,72
460.2191,6.0590553,72
753.4488,1.4291248,72
592.3197,1.3786942,72
515.297,2.139375,72
779.5243,2.0581114,72
856.5203,3.0210276,72
145.0526,1.7387221,72
503.2522,2.646222,72
115.0631,4.483111,72
899.0864,3.028473,72
310.1389,7.230874,72
567.29,5.251183,71
764.1242,3.068113,71
817.5662,1.4369998,71
533.3322,2.1085916,71
651.2212,4.2446756,71
74.0182,4.728831,71
519.4027,1.4006059,71
399.3338,4.3814926,71
611.3169,1.6049014,71
559.2923,3.499747,71
177.0725,1.6839999,71
865.4437,3.384155,71
453.2736,2.031155,71
577.9027,1.4545634,71
861.5475,1.4704226,71
226.0729,4.455056,71
249.1354,2.2919157,71
324.0974,1.4836477,71
416.2082,1.5108733,71
582.8728,3.3055775,71
727.4503,1.4670562,71
546.2899,1.503507,71
343.9881,3.2930136,71
919.5748,1.4944788,71
405.2235,1.5917186,71
843.5308,1.385127,71
269.1453,2.3719714,71
633.3951,1.6785209,71
275.1098,5.5010715,71
594.5799,2.8412673,71
368.1459,5.6593094,71
364.0948,5.692494,71
563.4232,1.4328591,71
621.2809,2.5821974,71
530.8424,1.3436763,71
171.0395,5.634114,71
177.1245,2.7447608,71
276.1191,1.9015774,71
889.5391,1.4846616,71
444.2359,1.7159855,70
344.0227,5.615343,70
407.1868,1.4959711,70
540.8906,3.2408435,70
773.5359,1.4214716,70
778.8241,3.294285,70
832.5869,2.4690711,70
366.257,1.6037428,70
908.5771,1.4195143,70
274.0925,2.2505858,70
748.0398,3.0138574,70
597.8945,3.2914288,70
843.5192,2.3707573,70
193.0596,1.6564139,70
426.2205,6.913969,70
295.1629,2.0254285,70
207.1327,1.584743,70
407.2094,1.6446284,70
747.4763,1.5173997,70
525.4332,1.3411286,70
391.1836,1.6177433,70
189.0907,1.951671,70
248.9171,3.3490148,70
425.0791,4.8540006,70
875.6121,1.4067429,70
844.3754,1.7028855,70
673.4983,1.6293,70
191.1355,3.285058,70
562.3685,1.579743,70
568.281,1.6690855,70
793.5246,2.4809713,70
283.1756,1.7323041,69
446.284,1.5954349,69
560.2985,2.1433187,69
190.1293,6.4819994,69
560.1889,8.091956,69
457.2481,4.3821745,69
428.2236,3.2154205,69
665.5517,3.027913,69
373.9593,3.2066672,69
396.1312,2.9557824,69
325.2315,1.5649276,69
602.5037,3.233087,69
958.9595,3.4877248,69
325.2043,4.48242,69
269.3014,2.0555506,69
190.1098,1.573797,69
601.3603,1.6449128,69
655.4071,1.4202175,69
275.1507,6.610494,69
845.6073,2.812753,69
555.4813,1.3314348,69
326.9023,3.3421159,69
428.0815,3.7964058,69
751.5356,1.3814493,69
129.0818,6.436173,69
602.4842,2.6952178,69
324.1018,2.3390145,69
285.8757,3.3844066,69
318.1138,4.629927,69
529.3059,1.8416032,68
261.1906,2.5762644,68
577.4155,1.4283822,68
639.3018,2.4677794,68
261.0408,6.0163383,68
390.2763,1.3802794,68
609.1672,1.3301469,68
806.5058,1.3851764,68
817.0888,3.0360732,68
515.2983,4.6026173,68
369.2059,1.7697062,68
339.1862,2.3559265,68
361.3114,2.2196033,68
155.07,7.17475,68
370.1758,1.4953089,68
233.1725,6.966191,68
490.3445,1.3795003,68
676.4475,1.3710438,68
333.1806,1.667,68
794.4829,1.472647,68
502.0494,2.539162,68
560.4378,1.329206,68
415.944,3.2553825,68
619.3951,1.9261914,68
791.2371,2.6643531,68
227.1752,1.4977353,68
510.1954,3.5640745,67
401.3438,2.130597,67
289.2197,2.3909101,67
808.5154,4.1658664,67
520.256,1.5945072,67
836.5136,1.4034927,67
527.8324,3.2851942,67
789.549,1.4589254,67
908.5488,1.4235971,67
552.3747,2.8863137,67
611.2759,1.4995971,67
236.0994,1.4417908,67
798.364,3.3475223,67
543.3303,4.655613,67
425.2461,2.0806568,67
371.2958,2.4204774,67
789.5834,1.6271791,67
523.2448,1.5022238,67
411.2819,1.5379857,67
572.4645,1.3207015,67
803.4982,1.5026563,67
228.1463,6.180806,67
921.7488,3.303926,67
511.2722,1.6602839,67
221.189,6.2762985,67
209.9647,3.4212685,67
314.1487,1.575642,67
794.5057,1.4898504,67
534.2319,1.671045,67
286.1454,1.6137162,67
574.4821,4.7665377,67
126.0294,3.5845811,67
544.3531,1.3040446,67
472.2582,1.474697,66
103.9856,5.162758,66
449.2133,1.6318488,66
217.1268,5.107318,66
256.0369,3.077364,66
563.0304,5.655667,66
700.4015,4.4605603,66
681.309,2.0434086,66
229.1779,5.561606,66
850.5363,1.4240302,66
807.4009,2.3382728,66
535.8717,3.336697,66
294.0646,6.244289,66
741.5304,2.0020912,66
850.5248,1.4318182,66
579.389,2.320076,66
558.0368,2.9985008,66
789.5237,1.4731361,66
123.993,8.133438,66
230.1609,2.6921973,66
617.2988,1.8834243,66
386.173,1.570515,66
118.0283,1.7480756,66
478.0396,3.2899396,66
409.2498,3.4650002,66
541.3327,1.5620303,66
580.2849,1.6379693,66
257.0563,1.8447578,66
453.2632,1.5321364,66
810.4633,1.4794244,66
975.3325,3.9857576,66
468.0214,5.5849223,65
277.0575,3.574939,65
440.1695,4.6544003,65
331.2996,2.124277,65
977.6123,1.4865843,65
490.8704,1.3834306,65
533.299,2.7184153,65
513.2606,1.5774922,65
486.2652,1.5521537,65
331.1761,1.5367997,65
353.2221,1.5588001,65
495.2364,1.5071229,65
807.8497,3.268139,65
125.0153,5.579292,65
787.5107,1.4746308,65
979.621,1.4768151,65
701.4852,1.5225539,65
395.2438,1.6267844,65
624.546,3.028846,65
170.1409,7.0475845,65
805.7856,3.2666614,65
375.2033,1.5306461,65
103.0997,6.065751,64
147.0545,6.0514064,64
200.0783,4.56411,64
286.2371,7.4130154,64
731.4901,1.487469,64
493.2661,1.4397032,64
795.3803,1.6521717,64
729.4673,1.5013595,64
432.2372,2.8926408,64
307.0851,4.738735,64
415.9375,3.2486567,64
371.3038,4.3735466,64
286.0318,3.1328902,64
295.249,1.4117342,64
751.9803,1.4707813,64
203.1861,2.7900002,64
445.2685,2.0167658,64
285.2064,7.8939996,64
666.2059,3.155219,64
482.001,3.4846563,64
369.2299,4.668532,64
773.5267,1.4768281,64
470.016,5.564562,64
722.9674,1.463797,64
664.5171,3.0206094,64
558.4273,1.3530626,64
669.8671,3.2767966,64
548.8834,1.443453,64
291.1851,6.238844,64
386.9225,3.3008437,64
216.2261,1.8607138,63
376.1461,1.918762,63
414.183,1.4676028,63
801.4626,1.4950795,63
836.5579,6.266429,63
612.3277,2.265286,63
376.1557,1.8470638,63
866.5365,2.2483652,63
781.0048,1.4671749,63
869.4363,1.5244915,63
451.2226,1.5134449,63
222.1019,1.7472697,63
635.2528,2.434952,63
193.0599,1.6918412,63
276.0775,2.116889,63
69.0572,3.2474294,63
332.1205,7.3365088,63
720.4988,5.5824904,63
341.1922,1.6456668,63
343.1481,1.7322223,63
479.3128,4.419682,63
678.4521,1.5839523,63
367.0651,3.0972388,63
288.1382,1.7437301,63
446.0614,5.4103975,63
287.1663,1.5674129,63
984.6355,1.4047141,63
481.3062,2.4037302,63
530.3927,1.7005717,63
327.026,3.0036669,63
427.359,2.201254,63
368.1311,1.5477306,63
604.4323,1.3553969,63
259.175,3.7373333,63
318.1234,2.462143,63
342.1599,1.8129367,63
917.3236,2.8126194,63
473.288,1.8531904,63
585.3615,1.454143,63
437.2537,2.6897745,62
244.1528,6.3384514,62
174.1013,4.3152905,62
396.1342,1.5382419,62
245.0219,2.9868226,62
264.0863,2.7049356,62
550.1972,2.2173066,62
412.2574,5.613839,62
429.2973,1.8898069,62
720.4993,1.8963066,62
857.0303,3.010565,62
305.945,3.3513389,62
328.1781,1.5949844,62
872.4849,1.3535968,62
290.2314,1.4354516,62
253.1318,1.5980805,62
290.2297,1.4354677,62
135.9328,5.1889024,62
465.2687,1.5930321,62
445.7457,3.4011135,62
317.1789,1.512,62
457.3058,1.6069518,62
431.1633,4.359017,62
132.0517,2.1985805,62
475.2784,2.0480645,62
489.3031,2.0789034,62
258.1252,1.6799514,62
235.0726,1.8131287,62
667.8901,3.2381778,62
477.2848,1.6486614,62
827.5227,2.3612418,62
338.157,2.5458543,62
526.2104,2.1283712,62
561.0831,4.8130817,62
541.9353,3.2934356,62
802.0189,2.9985483,62
209.13,1.8091614,62
521.1946,2.405032,62
758.5544,2.0691774,62
520.1915,1.9527906,62
329.1926,1.4272788,61
466.3945,1.3340985,61
767.4851,3.5255735,61
592.2117,2.1153445,61
488.0994,4.95982,61
215.2272,4.48918,61
430.1038,4.4801474,61
793.4849,3.4580812,61
834.5178,1.4188362,61
444.8722,3.3138533,61
317.9726,3.2391145,61
423.3264,2.2831635,61
852.5506,1.4549342,61
795.3814,2.0239017,61
760.0414,1.417623,61
501.3157,5.1593285,61
129.0425,4.243033,61
571.3083,1.5247873,61
361.1262,4.3222632,61
213.1328,2.8130493,61
303.1131,2.4947379,61
250.1611,2.1666236,61
401.0082,3.5490003,61
595.5764,2.6996558,61
845.3004,3.865066,61
926.0723,3.0069346,61
218.0121,3.3379018,61
221.1162,1.6664097,61
479.269,1.5390323,61
489.1716,4.3286395,61
521.2815,1.7372952,61
581.2881,1.6330494,61
114.0782,3.8056393,61
550.9242,3.2116058,61
162.1159,1.5496396,61
789.0501,1.4022297,61
614.3021,1.3980163,61
597.3493,1.5782455,61
697.2983,1.5153278,61
674.4595,1.4668688,61
541.3631,1.4828169,60
191.0944,3.3028662,60
876.5113,2.1116836,60
755.2546,4.485017,60
723.7831,3.290117,60
725.4827,1.7679832,60
237.1533,4.339934,60
819.4925,1.4910835,60
609.3234,2.9197161,60
709.3559,1.5962498,60
539.323,1.5174998,60
158.0587,1.7204337,60
669.4044,1.4821998,60
682.1245,3.0779505,60
369.1289,5.0761166,60
184.1758,3.4972167,60
245.1617,4.360816,60
615.4562,1.6182334,60
519.8612,1.4572834,60
161.0488,1.8289667,60
525.299,1.5615165,60
227.1842,1.4920502,60
624.2474,1.9348501,60
499.4198,1.33815,60
622.6122,4.388883,60
673.4394,1.4626833,60
211.0655,1.6421669,60
595.304,1.5608331,60
437.8965,3.3092663,60
704.9653,1.3048666,60
115.0608,3.4162493,60
678.4966,3.0098166,60
481.2955,1.5066333,60
396.1393,2.8808997,60
299.1386,2.6513832,60
595.959,3.407267,60
536.2469,2.1279163,60
961.5921,1.4878169,60
726.1434,3.158433,60
675.9514,1.3002372,59
307.1002,5.4127464,59
886.5492,1.3524575,59
551.3672,2.4386609,59
519.3854,1.4124409,59
259.1853,6.113593,59
805.5715,1.4897119,59
243.2118,1.395,59
991.613,1.4736607,59
497.9506,3.2161522,59
608.2819,1.5004576,59
399.2646,1.558034,59
591.2984,1.6399324,59
779.5403,4.5499997,59
313.0946,6.2681026,59
771.56,2.074305,59
625.5746,4.3096952,59
330.1842,1.5953218,59
306.202,1.5369489,59
576.2916,1.5682204,59
607.4442,1.4432881,59
477.243,1.5410677,59
286.1833,1.4024403,59
459.1995,2.652746,59
878.5266,1.3901526,59
442.9176,3.2413898,59
360.1854,1.7024235,59
137.0474,4.107645,59
339.0799,2.9993894,59
327.2004,1.694542,59
289.0569,4.697831,59
707.8095,3.2839484,59
823.7703,3.2969153,59
488.2603,1.54439,59
729.518,1.5517968,59
493.8388,3.353034,59
617.1638,4.378779,59
606.4229,1.3937587,58
170.0073,3.5458274,58
712.2878,1.8759313,58
569.9129,3.230965,58
152.0411,1.5107588,58
425.2054,2.8765688,58
673.448,1.4856032,58
246.1394,1.5646553,58
546.3251,1.5726899,58
812.3569,2.3329134,58
502.0388,3.6449313,58
992.1094,3.7250514,58
961.6321,1.4515517,58
926.578,1.3982241,58
530.3574,1.521776,58
446.0928,2.9991038,58
828.2598,2.4478278,58
709.089,3.0548966,58
792.4678,1.4671896,58
144.041,5.433362,58
401.9482,3.3375347,58
119.0649,2.3530521,58
516.291,1.610155,58
351.2122,1.5674311,58
351.274,1.481552,58
360.1879,2.8160865,58
480.2463,8.177431,58
149.0618,4.3645697,58
109.064,7.2406907,58
179.0451,1.8363793,58
506.0386,2.9689655,58
356.1869,1.5480863,58
769.5571,2.0857415,58
737.4984,1.755017,58
715.4813,1.6643274,58
83.0376,4.3828797,58
773.4755,1.4813449,58
511.283,1.6363963,58
236.0045,2.5160174,58
860.2086,4.5953794,58
685.0798,5.5504656,58
518.2524,1.9031552,58
457.2899,5.023828,58
254.0901,3.7443273,58
589.4522,1.3354138,58
632.3615,1.4934655,58
655.3435,1.5548968,58
473.2516,2.731707,58
828.2764,2.6883795,58
510.1747,2.108586,58
161.0618,2.608772,57
149.0514,1.9536144,57
310.1843,1.7694036,57
341.202,1.5961583,57
875.0884,2.1614738,57
521.3325,2.4874735,57
190.0949,3.9484205,57
543.3208,2.2572284,57
287.1558,1.5189474,57
431.155,4.490193,57
642.8365,3.3028948,57
129.0796,2.7700002,57
926.5235,1.676351,57
407.1922,1.4942105,57
429.2879,1.9184035,57
461.8452,1.3836317,57
676.4027,1.4683686,57
857.4148,1.4902631,57
681.3454,2.489281,57
209.1272,2.770281,57
423.073,3.1236136,57
839.3677,1.5676845,57
897.5195,3.0220702,57
297.1924,2.2687721,57
276.198,1.4407192,57
769.4201,1.4857894,57
875.5722,1.4124035,57
413.8833,3.2595794,57
857.1782,3.1989825,57
695.4279,2.3843682,57
774.9563,3.2428596,57
293.1885,1.5010877,57
757.5049,1.5119123,57
470.1363,2.170737,57
593.3442,1.495035,57
801.0013,3.0133333,57
588.0384,2.9745615,57
174.1127,6.8390336,57
588.0117,3.501196,56
328.2405,2.4475887,56
635.3879,2.0884824,56
757.5244,1.5794106,56
715.4987,1.4745,56
625.4638,2.4257674,56
414.0251,3.4629827,56
300.1545,1.5834643,56
313.2134,1.7976608,56
648.2057,2.9475358,56
240.0247,6.0599465,56
693.4867,1.3891249,56
526.1405,5.7878394,56
349.194,1.5481251,56
653.3793,1.5512141,56
279.2833,6.064482,56
546.4531,1.3348035,56
715.4711,1.4619287,56
501.8168,1.3332499,56
617.4009,1.4182681,56
545.2937,2.440839,56
505.7675,3.3644288,56
565.3104,1.6445715,56
777.1742,4.398661,56
141.0192,4.7326436,56
747.558,3.006982,56
597.2891,2.9775536,56
144.0421,3.410732,56
129.0351,2.3613033,56
620.3473,1.5533926,56
379.1326,1.9949645,56
629.0648,3.8175178,56
406.0957,3.5286963,56
881.4107,1.6082503,56
404.1635,1.8873395,56
485.2953,1.9651253,56
323.2198,1.6041249,56
713.4773,1.6713219,56
648.383,1.4695177,56
367.2493,1.5494108,56
207.9657,3.3871782,56
815.4137,1.9891785,56
355.2163,1.7551785,56
437.1036,4.256911,56
243.0892,5.7769647,56
484.1601,2.2248924,56
960.8585,3.2768745,56
439.2971,1.6273031,56
266.1527,1.6885713,56
332.1559,1.682375,56
604.3166,1.5415536,56
152.0352,1.5052146,56
569.5077,3.0130365,55
159.0965,4.435455,55
891.5487,1.4249637,55
281.253,3.732528,55
431.2144,6.7447805,55
682.9977,3.5557823,55
293.044,2.080982,55
692.9548,3.2898724,55
259.1661,6.847055,55
283.0409,5.611891,55
238.1502,1.8859997,55
620.4064,1.5435822,55
343.2674,2.4877818,55
641.9057,3.3020012,55
793.932,3.2670543,55
559.8691,1.3259999,55
729.5027,1.5495454,55
482.3643,1.3430549,55
326.1803,1.714709,55
693.3921,1.5603637,55
397.2347,1.6346545,55
267.0969,2.1506546,55
340.2148,1.9397092,55
459.2603,1.8068727,55
302.1296,1.5866005,55
807.5334,4.2927637,55
458.8827,3.2530181,55
219.1007,1.7239269,55
845.5216,1.4790365,55
504.3142,1.6874549,55
784.5676,2.0287817,55
614.4752,1.3344908,55
471.2874,1.6967639,55
815.2195,3.0276186,55
633.3931,5.5357995,55
548.4689,1.3260728,55
388.2368,1.5665454,55
851.5818,2.6987453,55
609.5237,1.3334181,55
818.077,1.4131455,55
220.1145,1.7880547,55
402.2311,1.9329641,55
232.1409,2.7700546,55
921.5923,1.4680732,55
732.0915,2.1236908,55
604.3314,1.5216907,55
323.2076,1.5780908,55
869.3961,1.5155089,55
792.174,3.0176299,54
132.0232,2.485556,54
165.0977,1.7760743,54
837.51,2.974555,54
646.9319,1.3065001,54
463.239,1.677463,54
253.0374,7.4112954,54
507.2843,1.5861293,54
218.0869,1.4927592,54
917.3221,4.1735,54
407.0876,5.0799994,54
483.4214,2.1886854,54
365.223,1.5420003,54
83.074,6.400482,54
929.5502,1.9705557,54
757.558,2.6628702,54
589.3827,1.7417407,54
395.2833,1.518537,54
777.5171,1.9803888,54
578.2889,1.6015929,54
666.9136,3.2645552,54
555.3941,1.5410368,54
669.3778,1.5370924,54
661.4212,1.5097224,54
515.2842,2.5416477,54
324.1169,1.8434628,54
603.3678,1.674074,54
746.5158,3.021204,54
556.3163,1.718907,54
231.1577,7.0873327,54
423.3304,2.2799447,54
324.032,3.3461301,54
234.1068,2.806111,54
349.2159,1.4367034,54
274.995,4.676463,54
461.2697,1.5608888,54
749.4816,1.8960556,54
405.1143,3.969612,54
815.3745,1.564074,54
243.1809,2.57087,54
296.2596,1.372037,54
673.2953,2.681371,54
467.2958,1.4770368,54
232.0937,1.8142265,53
375.2134,1.6156981,53
179.0889,3.5086794,53
243.161,6.821452,53
583.2907,1.5957358,53
706.5502,3.035302,53
571.3345,1.5960944,53
621.2445,1.4554528,53
657.4513,1.446321,53
722.928,3.2344148,53
413.2545,1.718736,53
678.4193,1.5388302,53
527.3619,1.4969813,53
852.5621,1.4616227,53
594.2981,1.5330003,53
731.5343,1.932189,53
751.4924,2.0383396,53
223.0098,6.8896217,53
188.0423,3.5488312,53
640.8255,3.2754722,53
810.2499,4.810415,53
425.2901,1.574566,53
759.5198,1.4246225,53
150.0899,1.8201321,53
169.0357,4.3437357,53
110.0471,2.4367359,53
301.0775,1.7373021,53
755.2532,3.136547,53
452.9501,3.2107549,53
213.241,2.1547923,53
462.2686,1.5310189,53
683.3491,1.561264,53
267.0967,3.67749,53
848.0072,1.4709058,53
673.4579,2.1441696,53
469.2904,7.573264,53
523.2676,1.8960187,53
603.3317,1.4195096,53
483.3183,1.5565095,53
423.2538,1.5231698,53
642.3349,1.4965284,53
135.0589,1.7478492,53
732.4989,1.4754614,52
663.9703,1.3813653,52
593.2179,2.7997499,52
880.5266,1.3869808,52
243.0854,5.7796926,52
458.2513,1.6100959,52
532.0567,3.0159616,52
875.5816,1.4141154,52
428.7355,1.3893845,52
715.4458,1.4738654,52
464.4148,1.3724039,52
544.2992,6.2255,52
926.0629,3.0322113,52
912.0698,3.0076535,52
423.0568,6.936442,52
516.2653,1.7535193,52
414.1932,1.5279999,52
738.8947,3.2774806,52
413.2611,4.8722887,52
731.4733,1.4566541,52
932.4161,2.0431337,52
968.6063,1.4505385,52
204.1208,3.8479624,52
262.9317,3.263538,52
437.2779,1.5295384,52
530.3995,2.6551347,52
623.3214,1.5104039,52
461.8235,1.468558,52
355.2092,1.8335191,52
850.2377,3.1027884,52
351.255,1.5766348,52
397.319,4.4149036,52
490.8436,1.4589037,52
889.5672,1.4359807,52
581.4456,2.3759038,52
282.1338,2.2884617,52
192.1275,1.6463077,52
830.0386,3.012096,52
495.254,2.0475001,52
469.281,1.5391375,51
944.6061,1.357902,51
926.1623,1.3722944,51
613.0764,3.0448036,51
283.1644,7.5007257,51
758.5638,4.36347,51
496.3329,2.4174507,51
416.2285,1.5342747,51
785.5803,2.088098,51
400.1644,2.2035103,51
499.349,1.6052744,51
625.35,1.4583529,51
652.5453,3.0222354,51
282.1714,1.9148041,51
497.0025,3.2332551,51
133.0588,5.307,51
242.0993,2.6875489,51
647.4303,2.0642943,51
517.3779,1.3818235,51
721.0754,3.0314908,51
268.0876,6.0655684,51
773.5078,1.486549,51
238.1133,1.9435883,51
764.4848,1.4002352,51
449.2033,1.5136471,51
472.1124,6.7361584,51
662.4457,2.6747065,51
836.3332,3.4850192,51
437.0672,2.961078,51
687.4514,1.4597257,51
118.0373,1.5134708,51
507.2688,1.591392,51
260.1314,2.2023723,51
823.4931,1.7318628,51
449.6991,2.9531372,51
355.1866,2.248157,51
472.3076,1.3485883,51
167.0639,1.958255,51
607.081,2.427255,51
766.5196,1.4573139,51
648.3903,1.467196,51
164.0478,2.3584316,51
272.1473,1.6081374,51
893.4747,3.4184902,51
259.0438,2.8206866,51
391.1843,2.6034997,50
497.3428,1.5703999,50
819.9538,3.2566204,50
277.2261,1.4290402,50
207.1376,1.5901802,50
614.063,3.03056,50
504.3693,1.3442801,50
297.1751,1.87252,50
837.5663,2.7839003,50
633.4228,1.87218,50
410.0047,5.6036806,50
671.2707,2.3527198,50
767.0398,1.3974204,50
386.1997,1.6167603,50
520.2779,3.3097208,50
703.4674,1.5441803,50
326.1357,1.9891,50
370.1336,5.0605,50
817.9055,3.23056,50
901.5611,1.39622,50
572.2433,2.0951798,50
475.3753,1.3783002,50
948.7734,3.3042002,50
266.1219,2.67692,50
592.1648,4.6665,50
813.5971,2.0996196,50
659.4167,1.6340401,50
667.4402,1.43022,50
224.1365,1.5263801,50
364.0917,2.9474802,50
370.213,2.0994396,50
795.5361,1.4383202,50
629.3675,1.56108,50
877.552,1.4740801,50
89.0385,2.8194602,50
657.3984,1.6285598,50
278.9274,3.3390205,50
579.9769,3.5089405,50
864.4938,1.9818199,50
594.9787,3.2980607,50
756.3129,2.0142803,50
805.5616,1.8648596,50
826.3075,2.12904,50
456.2406,2.49552,50
549.3767,2.2975597,50
177.1328,3.1787205,50
532.2921,1.5368202,50
990.2949,2.4589803,50
707.3258,1.6119204,50
644.2694,1.8675401,50
540.2776,1.5503204,50
409.0324,5.5809193,50
309.1547,2.0752401,50
852.5153,1.45086,50
545.3296,5.288142,49
384.1182,2.5128167,49
411.3257,2.185796,49
548.3484,1.4969183,49
665.4405,1.4338161,49
