Genotype,Species.abbreviation,Species,Sex,Hours
sim286,sim,simulans,female,1128.5325
sim286,sim,simulans,female,1128.5325
sim286,sim,simulans,female,1128.5325
sim286,sim,simulans,female,1128.5325
sim286,sim,simulans,female,1128.5325
sim286,sim,simulans,female,1128.5325
sim286,sim,simulans,female,1128.5325
sim286,sim,simulans,female,1128.5325
sim286,sim,simulans,female,1128.5325
sim286,sim,simulans,female,1236.183333
sim286,sim,simulans,female,1236.183333
sim286,sim,simulans,female,1236.183333
sim286,sim,simulans,female,1236.183333
sim286,sim,simulans,female,1236.183333
sim286,sim,simulans,female,1236.183333
sim286,sim,simulans,female,1236.183333
sim286,sim,simulans,female,1236.183333
sim286,sim,simulans,female,1236.183333
sim286,sim,simulans,female,1236.183333
sim286,sim,simulans,female,1296.352639
sim286,sim,simulans,female,1296.352639
sim286,sim,simulans,female,1296.352639
sim286,sim,simulans,female,1344.7225
sim286,sim,simulans,female,1344.7225
sim286,sim,simulans,female,1344.7225
sim286,sim,simulans,female,1404.402639
sim286,sim,simulans,female,1404.402639
sim286,sim,simulans,female,1404.402639
sim286,sim,simulans,female,1404.402639
sim286,sim,simulans,female,1404.402639
sim286,sim,simulans,female,1404.402639
sim286,sim,simulans,female,1404.402639
sim286,sim,simulans,female,1404.402639
sim286,sim,simulans,female,1463.744028
sim286,sim,simulans,female,1463.744028
sim286,sim,simulans,female,1463.744028
sim286,sim,simulans,female,1511.646806
sim286,sim,simulans,female,1511.646806
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1571.505556
sim286,sim,simulans,female,1631.362222
sim286,sim,simulans,female,1631.362222
sim286,sim,simulans,female,1631.362222
sim286,sim,simulans,female,1631.362222
sim286,sim,simulans,female,1631.362222
sim286,sim,simulans,female,1631.362222
sim286,sim,simulans,female,1679.328194
sim286,sim,simulans,female,1679.328194
sim286,sim,simulans,female,1679.328194
sim286,sim,simulans,female,1679.328194
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1739.107361
sim286,sim,simulans,female,1798.716528
sim286,sim,simulans,female,1798.716528
sim286,sim,simulans,female,1798.716528
sim286,sim,simulans,female,1798.716528
sim286,sim,simulans,female,1798.716528
sim286,sim,simulans,female,1798.716528
sim286,sim,simulans,female,1798.716528
sim286,sim,simulans,female,1798.716528
sim286,sim,simulans,female,1798.716528
sim286,sim,simulans,female,1798.716528
sim286,sim,simulans,female,1846.732639
sim286,sim,simulans,female,1846.732639
sim286,sim,simulans,female,1846.732639
sim286,sim,simulans,female,1906.931667
sim286,sim,simulans,female,1906.931667
sim286,sim,simulans,female,1906.931667
sim286,sim,simulans,female,1966.899167
sim286,sim,simulans,female,1966.899167
sim286,sim,simulans,female,1966.899167
sim286,sim,simulans,female,1966.899167
sim286,sim,simulans,female,1966.899167
sim286,sim,simulans,female,2015.988889
sim286,sim,simulans,female,2135.26125
sim286,sim,simulans,female,2135.26125
sim286,sim,simulans,female,2183.809722
sim286,sim,simulans,female,2183.809722
sim286,sim,simulans,female,2244.7425
sim286,sim,simulans,female,2305.063194
sim286,sim,simulans,male,241.65
sim286,sim,simulans,male,395.9773611
sim286,sim,simulans,male,395.9773611
sim286,sim,simulans,male,563.7368056
sim286,sim,simulans,male,624.1944444
sim286,sim,simulans,male,672.2031944
sim286,sim,simulans,male,732.1366667
sim286,sim,simulans,male,900.2583333
sim286,sim,simulans,male,900.2583333
sim286,sim,simulans,male,900.2583333
sim286,sim,simulans,male,900.2583333
sim286,sim,simulans,male,900.2583333
sim286,sim,simulans,male,900.2583333
sim286,sim,simulans,male,900.2583333
sim286,sim,simulans,male,1008.0338889
sim286,sim,simulans,male,1008.0338889
sim286,sim,simulans,male,1008.0338889
sim286,sim,simulans,male,1008.0338889
sim286,sim,simulans,male,1008.0338889
sim286,sim,simulans,male,1068.0205556
sim286,sim,simulans,male,1068.0205556
sim286,sim,simulans,male,1068.0205556
sim286,sim,simulans,male,1068.0205556
sim286,sim,simulans,male,1068.0205556
sim286,sim,simulans,male,1068.0205556
sim286,sim,simulans,male,1128.5325
sim286,sim,simulans,male,1128.5325
sim286,sim,simulans,male,1128.5325
sim286,sim,simulans,male,1176.754028
sim286,sim,simulans,male,1176.754028
sim286,sim,simulans,male,1176.754028
sim286,sim,simulans,male,1176.754028
sim286,sim,simulans,male,1176.754028
sim286,sim,simulans,male,1236.183333
sim286,sim,simulans,male,1236.183333
sim286,sim,simulans,male,1236.183333
sim286,sim,simulans,male,1236.183333
sim286,sim,simulans,male,1236.183333
sim286,sim,simulans,male,1236.183333
sim286,sim,simulans,male,1236.183333
sim286,sim,simulans,male,1236.183333
sim286,sim,simulans,male,1296.352639
sim286,sim,simulans,male,1296.352639
sim286,sim,simulans,male,1296.352639
sim286,sim,simulans,male,1296.352639
sim286,sim,simulans,male,1296.352639
sim286,sim,simulans,male,1296.352639
sim286,sim,simulans,male,1296.352639
sim286,sim,simulans,male,1344.7225
sim286,sim,simulans,male,1344.7225
sim286,sim,simulans,male,1344.7225
sim286,sim,simulans,male,1344.7225
sim286,sim,simulans,male,1344.7225
sim286,sim,simulans,male,1344.7225
sim286,sim,simulans,male,1344.7225
sim286,sim,simulans,male,1344.7225
sim286,sim,simulans,male,1344.7225
sim286,sim,simulans,male,1344.7225
sim286,sim,simulans,male,1404.402639
sim286,sim,simulans,male,1404.402639
sim286,sim,simulans,male,1404.402639
sim286,sim,simulans,male,1404.402639
sim286,sim,simulans,male,1404.402639
sim286,sim,simulans,male,1404.402639
sim286,sim,simulans,male,1404.402639
sim286,sim,simulans,male,1404.402639
sim286,sim,simulans,male,1463.744028
sim286,sim,simulans,male,1463.744028
sim286,sim,simulans,male,1463.744028
sim286,sim,simulans,male,1463.744028
sim286,sim,simulans,male,1463.744028
sim286,sim,simulans,male,1463.744028
sim286,sim,simulans,male,1463.744028
sim286,sim,simulans,male,1463.744028
sim286,sim,simulans,male,1571.505556
sim286,sim,simulans,male,1571.505556
sim286,sim,simulans,male,1571.505556
sim286,sim,simulans,male,1571.505556
sim286,sim,simulans,male,1571.505556
sim286,sim,simulans,male,1571.505556
sim286,sim,simulans,male,1571.505556
sim286,sim,simulans,male,1571.505556
sim286,sim,simulans,male,1631.362222
sim286,sim,simulans,male,1631.362222
sim286,sim,simulans,male,1631.362222
sim286,sim,simulans,male,1631.362222
sim286,sim,simulans,male,1631.362222
sim286,sim,simulans,male,1631.362222
sim286,sim,simulans,male,1679.328194
sim286,sim,simulans,male,1679.328194
sim286,sim,simulans,male,1679.328194
sim286,sim,simulans,male,1679.328194
sim286,sim,simulans,male,1679.328194
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1739.107361
sim286,sim,simulans,male,1798.716528
sim286,sim,simulans,male,1798.716528
sim286,sim,simulans,male,1798.716528
sim286,sim,simulans,male,1846.732639
sim286,sim,simulans,male,1846.732639
sim286,sim,simulans,male,1846.732639
sim286,sim,simulans,male,1906.931667
sim286,sim,simulans,male,1906.931667
sim286,sim,simulans,male,1906.931667
sim286,sim,simulans,male,2015.988889
sim286,sim,simulans,male,2075.999444
sim286,sim,simulans,male,2075.999444
sim286,sim,simulans,male,2075.999444
sim287,sim,simulans,female,503.8651389
sim287,sim,simulans,female,900.2583333
sim287,sim,simulans,female,959.9498611
sim287,sim,simulans,female,1008.0338889
sim287,sim,simulans,female,1068.0205556
sim287,sim,simulans,female,1068.0205556
sim287,sim,simulans,female,1068.0205556
sim287,sim,simulans,female,1236.183333
sim287,sim,simulans,female,1236.183333
sim287,sim,simulans,female,1236.183333
sim287,sim,simulans,female,1236.183333
sim287,sim,simulans,female,1236.183333
sim287,sim,simulans,female,1236.183333
sim287,sim,simulans,female,1236.183333
sim287,sim,simulans,female,1236.183333
sim287,sim,simulans,female,1236.183333
sim287,sim,simulans,female,1236.183333
sim287,sim,simulans,female,1296.352639
sim287,sim,simulans,female,1344.7225
sim287,sim,simulans,female,1344.7225
sim287,sim,simulans,female,1344.7225
sim287,sim,simulans,female,1344.7225
sim287,sim,simulans,female,1344.7225
sim287,sim,simulans,female,1344.7225
sim287,sim,simulans,female,1404.402639
sim287,sim,simulans,female,1404.402639
sim287,sim,simulans,female,1404.402639
sim287,sim,simulans,female,1404.402639
sim287,sim,simulans,female,1404.402639
sim287,sim,simulans,female,1404.402639
sim287,sim,simulans,female,1404.402639
sim287,sim,simulans,female,1404.402639
sim287,sim,simulans,female,1404.402639
sim287,sim,simulans,female,1404.402639
sim287,sim,simulans,female,1404.402639
sim287,sim,simulans,female,1463.744028
sim287,sim,simulans,female,1463.744028
sim287,sim,simulans,female,1463.744028
sim287,sim,simulans,female,1463.744028
sim287,sim,simulans,female,1463.744028
sim287,sim,simulans,female,1463.744028
sim287,sim,simulans,female,1463.744028
sim287,sim,simulans,female,1463.744028
sim287,sim,simulans,female,1463.744028
sim287,sim,simulans,female,1463.744028
sim287,sim,simulans,female,1463.744028
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1511.646806
sim287,sim,simulans,female,1571.505556
sim287,sim,simulans,female,1571.505556
sim287,sim,simulans,female,1571.505556
sim287,sim,simulans,female,1571.505556
sim287,sim,simulans,female,1571.505556
sim287,sim,simulans,female,1571.505556
sim287,sim,simulans,female,1571.505556
sim287,sim,simulans,female,1571.505556
sim287,sim,simulans,female,1571.505556
sim287,sim,simulans,female,1571.505556
sim287,sim,simulans,female,1571.505556
sim287,sim,simulans,female,1571.505556
sim287,sim,simulans,female,1631.362222
sim287,sim,simulans,female,1631.362222
sim287,sim,simulans,female,1631.362222
sim287,sim,simulans,female,1631.362222
sim287,sim,simulans,female,1631.362222
sim287,sim,simulans,female,1631.362222
sim287,sim,simulans,female,1631.362222
sim287,sim,simulans,female,1679.328194
sim287,sim,simulans,female,1679.328194
sim287,sim,simulans,female,1679.328194
sim287,sim,simulans,female,1679.328194
sim287,sim,simulans,female,1739.107361
sim287,sim,simulans,female,1739.107361
sim287,sim,simulans,female,1739.107361
sim287,sim,simulans,female,1739.107361
sim287,sim,simulans,female,1739.107361
sim287,sim,simulans,female,1739.107361
sim287,sim,simulans,female,1739.107361
sim287,sim,simulans,female,1739.107361
sim287,sim,simulans,female,1798.716528
sim287,sim,simulans,female,1798.716528
sim287,sim,simulans,female,1846.732639
sim287,sim,simulans,female,1846.732639
sim287,sim,simulans,female,1906.931667
sim287,sim,simulans,female,1906.931667
sim287,sim,simulans,female,1906.931667
sim287,sim,simulans,female,1906.931667
sim287,sim,simulans,female,1906.931667
sim287,sim,simulans,female,1906.931667
sim287,sim,simulans,female,1966.899167
sim287,sim,simulans,female,1966.899167
sim287,sim,simulans,female,1966.899167
sim287,sim,simulans,female,1966.899167
sim287,sim,simulans,female,2015.988889
sim287,sim,simulans,female,2015.988889
sim287,sim,simulans,female,2075.999444
sim287,sim,simulans,female,2075.999444
sim287,sim,simulans,female,2075.999444
sim287,sim,simulans,female,2075.999444
sim287,sim,simulans,female,2075.999444
sim287,sim,simulans,male,241.65
sim287,sim,simulans,male,395.9773611
sim287,sim,simulans,male,395.9773611
sim287,sim,simulans,male,395.9773611
sim287,sim,simulans,male,395.9773611
sim287,sim,simulans,male,395.9773611
sim287,sim,simulans,male,456.05625
sim287,sim,simulans,male,456.05625
sim287,sim,simulans,male,456.05625
sim287,sim,simulans,male,456.05625
sim287,sim,simulans,male,456.05625
sim287,sim,simulans,male,456.05625
sim287,sim,simulans,male,456.05625
sim287,sim,simulans,male,456.05625
sim287,sim,simulans,male,456.05625
sim287,sim,simulans,male,456.05625
sim287,sim,simulans,male,456.05625
sim287,sim,simulans,male,503.8651389
sim287,sim,simulans,male,503.8651389
sim287,sim,simulans,male,503.8651389
sim287,sim,simulans,male,503.8651389
sim287,sim,simulans,male,563.7368056
sim287,sim,simulans,male,624.1944444
sim287,sim,simulans,male,672.2031944
sim287,sim,simulans,male,672.2031944
sim287,sim,simulans,male,672.2031944
sim287,sim,simulans,male,732.1366667
sim287,sim,simulans,male,732.1366667
sim287,sim,simulans,male,732.1366667
sim287,sim,simulans,male,900.2583333
sim287,sim,simulans,male,900.2583333
sim287,sim,simulans,male,900.2583333
sim287,sim,simulans,male,900.2583333
sim287,sim,simulans,male,900.2583333
sim287,sim,simulans,male,959.9498611
sim287,sim,simulans,male,1008.0338889
sim287,sim,simulans,male,1008.0338889
sim287,sim,simulans,male,1008.0338889
sim287,sim,simulans,male,1008.0338889
sim287,sim,simulans,male,1068.0205556
sim287,sim,simulans,male,1068.0205556
sim287,sim,simulans,male,1068.0205556
sim287,sim,simulans,male,1068.0205556
sim287,sim,simulans,male,1068.0205556
sim287,sim,simulans,male,1068.0205556
sim287,sim,simulans,male,1068.0205556
sim287,sim,simulans,male,1128.5325
sim287,sim,simulans,male,1128.5325
sim287,sim,simulans,male,1128.5325
sim287,sim,simulans,male,1128.5325
sim287,sim,simulans,male,1128.5325
sim287,sim,simulans,male,1128.5325
sim287,sim,simulans,male,1176.754028
sim287,sim,simulans,male,1176.754028
sim287,sim,simulans,male,1176.754028
sim287,sim,simulans,male,1176.754028
sim287,sim,simulans,male,1176.754028
sim287,sim,simulans,male,1176.754028
sim287,sim,simulans,male,1176.754028
sim287,sim,simulans,male,1176.754028
sim287,sim,simulans,male,1236.183333
sim287,sim,simulans,male,1236.183333
sim287,sim,simulans,male,1236.183333
sim287,sim,simulans,male,1236.183333
sim287,sim,simulans,male,1236.183333
sim287,sim,simulans,male,1236.183333
sim287,sim,simulans,male,1296.352639
sim287,sim,simulans,male,1296.352639
sim287,sim,simulans,male,1296.352639
sim287,sim,simulans,male,1344.7225
sim287,sim,simulans,male,1344.7225
sim287,sim,simulans,male,1344.7225
sim287,sim,simulans,male,1344.7225
sim287,sim,simulans,male,1344.7225
sim287,sim,simulans,male,1344.7225
sim287,sim,simulans,male,1344.7225
sim287,sim,simulans,male,1404.402639
sim287,sim,simulans,male,1404.402639
sim287,sim,simulans,male,1404.402639
sim287,sim,simulans,male,1404.402639
sim287,sim,simulans,male,1404.402639
sim287,sim,simulans,male,1404.402639
sim287,sim,simulans,male,1404.402639
sim287,sim,simulans,male,1404.402639
sim287,sim,simulans,male,1404.402639
sim287,sim,simulans,male,1463.744028
sim287,sim,simulans,male,1463.744028
sim287,sim,simulans,male,1511.646806
sim287,sim,simulans,male,1511.646806
sim287,sim,simulans,male,1571.505556
sim287,sim,simulans,male,1571.505556
sim287,sim,simulans,male,1571.505556
sim287,sim,simulans,male,1571.505556
sim287,sim,simulans,male,1571.505556
sim287,sim,simulans,male,1571.505556
sim287,sim,simulans,male,1631.362222
sim287,sim,simulans,male,1679.328194
sim287,sim,simulans,male,1679.328194
sim287,sim,simulans,male,1679.328194
sim287,sim,simulans,male,1679.328194
sim287,sim,simulans,male,1739.107361
sim287,sim,simulans,male,1739.107361
sim287,sim,simulans,male,1739.107361
sim287,sim,simulans,male,1739.107361
sim287,sim,simulans,male,1739.107361
sim287,sim,simulans,male,1739.107361
sim287,sim,simulans,male,1906.931667
sim287,sim,simulans,male,1906.931667
sim287,sim,simulans,male,2244.7425
vir00,vir,virilis,female,563.7368056
vir00,vir,virilis,female,672.2031944
vir00,vir,virilis,female,732.1366667
vir00,vir,virilis,female,792.1309722
vir00,vir,virilis,female,792.1309722
vir00,vir,virilis,female,792.1309722
vir00,vir,virilis,female,792.1309722
vir00,vir,virilis,female,792.1309722
vir00,vir,virilis,female,792.1309722
vir00,vir,virilis,female,840.3176389
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,900.2583333
vir00,vir,virilis,female,959.9498611
vir00,vir,virilis,female,1008.0338889
vir00,vir,virilis,female,1008.0338889
vir00,vir,virilis,female,1008.0338889
vir00,vir,virilis,female,1008.0338889
vir00,vir,virilis,female,1068.0205556
