sample.name,species,species.full,strain,sex,assnd.number,age.days,frozen.tube.number,weight.mg,mean.ls,median.ls,max.ls,h2o2.ls,pqt.ls,mz191,mz108,mz165,mz159,mz167,mz65,mz91,mz69,mz121,mz171,mz111,mz96,mz49,mz180,mz110,mz89,mz81,mz147,mz95,mz43,mz106,mz119,mz118,mz157,mz23,mz107,mz58,mz192,mz178,mz37,mz109,mz100,mz7,mz54,mz87,mz154,mz142,mz168,mz151,mz3,mz8,mz105,mz90,mz94,mz127,mz52,mz84,mz123,mz28,mz5,mz139,mz117,mz71,mz162,mz70,mz10,mz2,mz64,mz1,mz202,mz19,mz120,mz124,mz11,mz156,mz34,mz4,mz36,mz17,mz135,mz18,mz122,mz67,mz35,mz21,mz45,mz148,mz115,mz160,mz76,mz185,mz85,mz27,mz136,mz33,mz170,mz57,mz40,mz172,mz51,mz32,mz12,mz24,mz14,mz101,mz42,mz74,mz73,mz133,mz50,mz155,mz6,mz143,mz88,mz9,mz44,mz75,mz41,mz184,mz181,mz60,mz63,mz48,mz164,mz53,mz16
tube.68,pseudoobscura,D. pseudoobscura,pse96,F,400,31,68,1.069333333,50.1171767629167,52.7611660833333,79.45549,84.26,107.92,36183,29935,42600,41128,104530,3059764,43348,147484,NA,63880,59120,35498,110075,244596,81087,178755,202469,110379,43514,76631,174391,85766,220258,31914,249632,99465,353097,228726,215046,34556,78133,79133,465872,234724,187316,184445,216246,260098,282085,155259,462718,331579,315106,286400,1613528,326075,185293,243496,1198989,1621653,415382,274737,329326,342061,343207,2255821,662025,2848194,1025758,755267,4812857,1547670,678143,880132,3757671,1706239,1969882,1858215,10415890,128445,1765671,1789443,414181,34742,8491168,1311393,1638711,1809778,1345075,3181912,3143098,1713258,6174944,9245743,12486281,3571889,10970412,3315947,7508872,11501132,20385697,10152058,31461959,18389525,11911986,24791429,21050826,12635995,13025060,21391870,6005407,29245615,25113159,23501332,61795342,45044905,24786858,80225235,64123675,40528075,61584899,76247067,169425639,91034977,140748195,191379975
tube.69,pseudoobscura,D. pseudoobscura,pse217,F,405,31,69,1.565333333,39.7451986898485,37.5107638875,65.4794,59.72,84.26,23031,18450,28919,86963,92656,5534210,47290,50479,NA,43831,44900,34646,117982,210989,62677,178144,108405,96292,47786,25997,249035,89520,254141,24047,228016,60080,107685,164746,134665,13818,46872,57490,92591,154369,138687,134444,162011,326357,172763,177416,324517,146054,251631,220934,1092176,467213,238621,242777,329818,283275,241423,166038,333305,363602,533683,824924,429499,2826131,448066,789086,2115334,995875,766923,811092,1333307,1751832,858256,1794314,4125088,638132,333736,1523619,1050242,474390,6180350,2228546,1820045,1856843,1423760,3748675,3161918,949173,3538565,10118348,5477962,5092777,3064274,1331138,5488884,6945161,9241499,8245302,17033545,25344057,6338387,14436815,10752875,12211104,15613184,8996544,19865835,19652593,19194524,23401439,48414441,43245039,52393521,52302857,58914366,36450923,67658712,51023825,153115485,60958893,104823871,175143350
tube.7,erecta,D. erecta,ere00,F,37,5,7,1.116666667,36.2771646567982,42.0014120375,79.45549,59.72,120.76,NA,14089,29724,39128,27892,2914910,37437,50329,38041,NA,29910,69273,146531,188230,55263,197237,93245,89300,40782,85653,54440,140330,251865,118454,403259,130339,248673,134392,188931,143459,60488,70110,282091,49555,41604,97612,204864,911158,301560,247009,238960,274949,175556,256946,185698,667440,79539,416168,326843,28101,195754,304411,267261,285664,655913,194445,541035,1922437,839926,2301713,1218255,1475071,1297011,913431,1983408,2499111,1359696,2083462,2458341,109413,NA,943455,3056390,3999726,1825656,2066191,1695819,4582168,916791,11055814,1253514,974869,7059028,4191101,5897066,4119247,7832279,4697724,1137692,11118623,10218202,9514766,15217649,16849468,8040048,29094860,20836100,33685817,33837271,17883690,36128104,10890009,12705504,22636362,35756360,31372571,47973537,74338691,52992715,26147515,62938113,80100641,152975963,48400065,97737316,108371365
tube.70,pseudoobscura,D. pseudoobscura,pse217,M,410,31,70,1.149333333,20.0888583005208,19.00234375,42.00141,48.25,72.5,NA,14698,56844,29496,371093,577996,23152,70933,NA,38159,70680,59839,51491,396194,132692,78873,79285,98135,141902,58056,331974,146348,154489,19477,222090,96543,200429,158323,254516,13481,80822,79617,188893,138124,249744,252329,277538,260564,266658,185568,242238,325885,284511,165128,301210,106481,857481,411465,510975,224941,223706,493129,539514,479447,841356,1402015,405937,1699597,1369204,532744,2800046,905306,1269504,1186544,379052,666101,963402,548014,5672950,626146,850862,864190,415391,581177,3907266,1206122,1890265,2108596,1796099,2906270,2777519,1330547,1862516,2876899,7306317,3402724,4951658,2734018,3691139,7112150,10712066,5036729,24022676,23163126,12317773,8013623,6864897,18704467,16410534,28998692,12132266,28756006,20141325,22804570,36490017,24701146,27252214,56129993,53491547,20238115,65153322,83618961,107409000,75939510,103858623,161883227
tube.71,sechellia,D. sechellia,sec07,F,411,31,71,0.831333333,61.020246006867,65.4793981666667,93.53094,72.5,96.14,NA,22657,34438,106612,120125,1203926,24877,341409,27076,NA,53350,57021,364748,207717,185880,76689,127840,119067,197391,28077,615730,227680,279005,27235,223221,68779,201379,126422,196482,514199,52613,73807,182130,46164,226012,145163,201085,817904,401422,241810,467591,211059,325265,294384,1253385,578525,1280730,721543,529741,30975,243765,225205,433746,443410,640771,950537,545122,2871601,823205,75418,1298592,638306,2182268,851386,1857458,2020312,2330827,907674,2435891,119682,699966,1148196,2584448,905547,2708223,1652355,1985403,12030336,2658517,9212605,2160062,1912054,5984586,3894913,6772508,4843810,5493175,1404527,1261379,11980047,11891730,8417655,16750680,39197083,14250689,25051232,12278564,66698014,30063305,17274799,15914009,18377623,22647778,22519943,63679242,28395835,6817266,39427456,34911890,1168364,68840082,85197288,195520485,71862406,110995235,113405617
tube.72,sechellia,D. sechellia,sec07,M,416,31,72,0.684666667,56.3949094444506,60.9893345,79.45549,48.25,72.5,267202,27408,58023,43543,224874,264094,30788,841221,NA,NA,59450,42848,102785,318628,88258,154553,52929,141879,181973,22394,240961,115611,204614,41386,163358,88903,159896,119079,403383,360088,50180,53730,190357,NA,140439,157869,487500,580469,279311,160429,297137,254523,159601,220885,1359390,272173,275514,400862,477659,106833,264597,613316,342881,313874,418476,1086466,567701,1546345,1098651,120378,794161,639555,1308854,1152610,779766,1526651,1480827,582436,1652214,133189,765463,1256254,865794,765888,4600491,799031,1903129,3845269,1617957,6832361,1649378,1748258,2263323,1407672,5311929,5072451,4181812,946098,69397,7768304,8303558,6729930,23458617,23644845,10999814,9442141,9505784,30830797,20881557,22035936,8588089,17327978,12035604,23512568,44391886,30203709,6080489,43982485,41490335,4841765,66469599,71817672,138367306,55471421,94529733,102881984
tube.73,sechellia,D. sechellia,sec28,F,417,31,73,1.05,60.9385752815417,65.4793981666667,100.52139,107.92,132.04,NA,30969,26132,81757,41898,1379145,48018,125525,NA,11872,28770,46353,112618,63574,92865,92978,153273,82363,100865,11669,257581,96692,330664,36517,138416,66050,204603,100435,241755,839908,41991,29296,70374,42565,136982,133034,259538,590682,228662,122390,394502,229579,212977,284746,599408,485127,214588,843747,208939,41986,227567,181353,340434,401696,507656,1411021,573303,1353940,439092,480997,1107999,1127891,2456485,630395,2280081,1516615,834373,376953,2121070,86528,211594,1471695,1188712,1103289,3615279,1559439,1909747,2792127,1081364,6576023,2274999,1646763,4999199,2446478,5045795,2875139,6503730,861895,1100226,8205260,8187804,8305731,13743707,20511201,11604769,20457365,10116718,18570774,18186597,9355186,16682349,18138998,16325945,22281624,58555363,34498320,3289200,56484671,43913833,11197558,69322470,42418669,177661247,60841017,88253972,137020683
tube.74,sechellia,D. sechellia,sec28,M,421,31,74,0.746,49.1987396990333,51.507638875,81.95413,59.72,84.26,409298,30004,45632,74181,337885,87500,38916,652105,49426,NA,59100,49282,113087,380489,114856,130042,67227,115588,169493,16383,248325,103392,203967,71656,106133,81328,205561,104965,258871,698631,39426,49836,201347,NA,145275,107693,344438,553573,247486,165403,280660,200528,216414,227451,807835,345644,252621,332169,620388,72213,252745,491634,276549,257098,260917,1650528,600411,845495,680166,37202,946931,829125,1021964,969797,524604,1611775,1307710,530970,1845789,118567,503788,1211340,341470,876711,5231601,651052,1944836,4946889,1229793,5905050,1599158,1611376,2411289,2101227,4045752,3967915,6419315,788308,23042,7293695,7147128,7149607,21730340,20315343,10418317,10743687,12647836,34143382,18649519,14071141,9201627,16468369,15193263,21760380,46062896,32244774,4647254,47075732,36791295,5469059,70466970,99486122,129522981,52227817,94312518,119080758
tube.75,sechellia,D. sechellia,sec31,F,423,31,75,1.32,65.5240485022297,76.9471932916667,93.53094,96.14,24.1,NA,25171,36997,50836,50884,1665208,20935,123773,NA,6641,64960,73326,66246,97827,69197,106560,158030,87440,145664,23155,390389,83978,263984,24799,184463,81513,180484,92276,136687,389803,46264,58062,76560,23462,156919,153651,237649,877929,242071,150468,307815,156381,224475,252742,535360,295813,458002,616149,316270,313918,166895,158377,571374,711933,895258,855917,521958,1106501,544596,137347,1311302,642794,2045743,816188,2407717,2380404,1311432,419798,2604034,331759,554813,1081745,754519,840412,6301514,1202229,2062205,2160910,1689913,10133438,2090417,2187155,2666826,3893130,5260862,4850786,5717750,1020768,429857,8893589,10984837,7290982,11355290,17663191,15064293,11557979,12243607,14466236,17332607,11532240,8807976,18692572,15328046,21583059,46661005,25610789,4128435,39144712,37826814,2456609,70459782,52199755,165435006,53274090,86242726,123536062
tube.76,simulans,D. simulans,sim286,F,424,31,76,1.344666667,63.7235039060028,65.4793981666667,96.0443,96.14,228.37,NA,16661,42022,56152,65628,6024016,44333,127458,NA,16673,71980,43641,NA,178975,77092,187592,155515,131931,66117,11407,163724,146793,400039,24584,313875,105489,249886,185751,183123,66727,59680,37560,239036,65810,82053,192396,325975,807438,347177,141744,264756,303302,307858,205114,528199,326575,314781,301365,503671,29645,231339,119438,418426,422156,605955,1128604,535339,5648182,933884,1188856,1010141,1234056,906506,982260,5471403,763733,787141,1657148,1688733,194786,308654,1205521,2471060,2117276,1203584,1532216,1766255,4855697,1992617,10666765,2893169,1343792,3330614,3492222,4161456,4651631,8586998,573047,2144697,8999499,5824915,7071761,14286826,21912885,20835673,13573261,17286561,37269333,15407691,19072424,15021784,23537220,22669005,24238227,38803695,35952738,25521536,65815238,64197161,42432095,62251999,59464130,260850539,87219391,113657528,187724019
tube.77,simulans,D. simulans,sim286,M,429,31,77,0.810666667,57.5168285096289,58.516776625,86.49998,72.5,174.045,232283,24631,65852,88027,260261,2663418,29309,393327,1086255,9444,44410,44372,72447,398523,57411,133691,124251,113180,141242,16383,390967,148002,215491,59964,220959,94255,194489,125684,204883,58148,46250,55831,177174,13436,120280,162253,491910,615456,244056,152753,303460,260750,247381,127489,833736,220727,270560,321490,381120,90435,215942,747132,467982,488597,561251,2208733,650736,5639682,1132599,176975,1645253,617474,1048802,924951,3570260,519141,873202,494890,3257789,100389,530610,1623130,1656661,1316567,4534761,1374092,1868821,5987882,1795019,6774848,2821819,2486645,2509836,7115493,5280162,5966685,5978935,493876,574778,8562275,7723079,4311124,20173496,16487089,16533173,10608378,18834913,43143558,20969496,23227129,10776715,22936126,18059875,23910713,44604835,25557399,11459460,44091727,49024868,6935946,67557547,79271644,156268773,26990685,109971382,105159852
tube.78,simulans,D. simulans,sim287,F,434,31,78,1.024666667,64.2355418818871,62.9852835833333,86.49998,155.93,216.42,NA,24325,33590,40199,57282,9554015,24876,85192,NA,NA,51830,73700,NA,72619,61857,123172,80958,114134,78547,30447,143795,151338,248744,31694,187173,130210,120669,108362,195317,27881,54390,57339,47192,31926,78384,98704,145709,715141,409176,180732,236576,261623,211578,173309,89705,195432,289727,1185896,178224,154728,157008,322550,503707,477694,1090408,999647,569709,5791528,646422,489059,974905,641866,3780977,1971218,2082511,757179,616634,811176,1936946,495373,422144,1342727,4401118,1969404,5360663,2027017,1848792,3591229,1967423,8493686,1561255,1816322,1529710,3025752,4691889,4343390,3744701,1034798,918606,9768614,7792190,6010696,14602317,20835480,13237824,6347025,15696249,30077766,22189541,13761800,14759492,19526663,14389274,23851246,37382147,28912420,29574671,46028522,44969220,17879968,64567334,47609962,160141863,66061024,91466041,114863511
tube.79,simulans,D. simulans,sim287,M,438,31,79,0.65,46.4028647969419,49.0314178333333,93.53094,84.26,143.81,646685,20549,48492,46013,277657,1340950,32758,112197,863359,9673,33350,41203,36143,382492,41250,129896,50360,89926,78832,9276,106076,73157,193459,68866,135837,54719,212216,100316,298340,18823,22836,21703,102088,39023,63797,208391,555797,292805,210396,150699,259273,152687,155391,120123,987328,37904,110526,205948,300745,127443,187173,304726,157128,170912,165196,1248148,419320,1828904,1042947,436597,614824,465790,597833,883934,1462261,584607,851085,954084,1144130,201394,254642,1084312,2838523,844734,1026445,811493,2020006,4838799,1159307,3377663,1199553,1162976,1306941,5157664,3245269,4352141,5504746,326007,925176,5081530,5144219,3201633,35120535,16246825,16268029,5545211,10376383,31846542,23013888,21204161,8914235,10957141,12025170,21961146,45114025,26386644,7078991,32137825,31406303,7024739,71936224,72623026,125640749,34857742,72106864,87197677
tube.8,erecta,D. erecta,ere00,M,44,5,8,0.612666667,47.5123336221354,55.0223987291667,67.97343,24.1,66.11,350973,10041,43204,40849,89927,396006,19142,40890,1090809,NA,35020,34107,44934,288817,59956,164134,38457,76905,32550,23802,38960,164476,103658,64169,220628,87416,125558,80910,171809,48854,34445,61465,174798,38241,33479,61574,286868,302892,458433,201420,187610,256718,110473,93190,203675,349527,54840,337614,353230,126881,166290,209585,143975,135926,295799,287516,258419,2985830,483415,956672,631901,752228,917609,991125,423507,631762,1055438,987407,1220807,214250,NA,729168,2051309,942791,2497120,786034,1956229,3303206,665606,3438773,583140,1104350,2161432,2272460,3158437,5132058,3547416,985376,811133,4186081,4695948,3583021,10297175,8897011,6691871,9695580,7565148,26206340,27242536,10590812,18469231,6968434,8538720,23288637,30451102,22688992,23436934,46632131,25951148,14275576,69703535,60314093,76216134,19017873,59365751,90594705
tube.80,virilis,D. virilis,vir00,F,439,31,80,2.020666667,74.2632739906746,67.9734259166667,128.64476,96.14,84.26,19203,105802,48261,79743,152951,1454081,74873,715314,435104,122717,233900,80093,250405,451759,221803,222191,404761,194501,1207784,46588,765589,220011,424373,160784,366167,202604,594899,302221,467224,107002,730052,491893,798184,426564,1698738,207402,492226,569800,578526,145453,472503,490071,529221,396383,3694947,512604,494075,3476491,316687,157713,2137909,11013494,1127249,1018666,2786630,4142470,1695815,13867736,2580791,1212245,3302165,2095721,10865803,1065316,14328600,5895509,3783381,1199528,6639740,229739,16350539,5187857,513408,3859283,34710462,2853103,1238098,7144431,3386657,6497456,4141997,31095410,11341072,20562783,20404544,6942241,20354997,2608323,13709710,29702897,30093250,14876750,34732559,19633215,29694698,41989174,38270942,23171992,50990906,49095945,3498825,37706793,35620299,19199851,64464062,61989069,40956911,97748447,107508604,31293083,55095231,80817457,300359595,78693557,174624596,186891536
tube.81,virilis,D. virilis,vir08,M,441,31,81,2.018666667,95.0974792836574,93.5309375,135.9365,84.26,299.72,NA,47951,22420,76912,52217,80266,61574,75929,NA,55635,88630,49757,113114,118002,161068,204911,93448,96918,139539,83667,122370,129935,439927,26110,344193,109001,101451,168771,198489,70779,39854,53067,277985,221655,98784,363803,1154033,283903,300550,162781,371249,217455,323743,187202,254133,83213,415698,321801,495079,27018,172526,427586,464856,466588,646257,1530791,743434,3479162,2452621,912920,777450,728775,898077,832815,2922479,888832,1238288,778158,964991,1426182,422169,2144260,487658,938968,1198537,1571885,1678682,11316897,2733279,3276962,1616245,1980082,3081313,10314567,3110641,4288951,3263276,4269045,7612928,6994409,4724714,6409333,8851805,16223861,14683020,14073321,9955304,75154584,29908525,47241542,2469536,27355828,24388528,22906105,51272546,42247472,20410604,49137269,57809251,30045198,61757801,72949477,284275481,83983944,125181941,211120458
tube.82,virilis,D. virilis,vir48,F,444,31,82,1.826666667,111.032451846342,107.559623833333,166.0105,96.14,299.72,30435,35275,42862,79450,127021,187251,55545,71143,NA,131940,167800,38507,153178,291130,43024,280940,181965,74198,75819,85501,108949,116772,426634,84993,240184,100850,389241,229108,233342,51952,52163,50786,155355,415696,114717,260478,440502,621727,281648,140659,432256,208989,620874,321430,143841,228176,412851,280836,391254,111189,141666,233886,795660,727811,1159617,2207660,1086777,9799827,2431133,1009057,1298661,1637361,873794,769459,5050008,981974,823231,887747,1884335,771961,NA,2085758,1136275,2607528,1524232,3792315,1404279,17022683,4220153,7319137,2330032,1708546,4250671,18014376,7149919,4229143,12860904,3658255,14219827,17413597,10632687,11782192,15281178,15111025,13946305,18909576,38937455,92146937,43597251,45799490,6951052,30632726,44031025,23250870,61149735,52111937,27051417,78398753,64867333,50553891,59431254,84129013,306440758,145671852,132606854,211112484
tube.83,virilis,D. virilis,vir48,M,449,31,83,1.473333333,69.658351717402,72.4628067083333,131.0828,84.26,299.72,NA,39438,46176,88587,156017,51037,63793,213413,40336,109607,134400,60419,170450,370975,120339,212592,148048,97090,240627,52769,103084,127092,375392,49835,212856,76987,271201,250311,201707,45984,48324,79813,277202,303164,88303,428322,1436048,501887,243075,130996,460893,270255,562606,225856,100613,130958,500905,399265,700355,83944,151500,1366390,1209168,1242547,2884212,2357264,1057730,5468246,2998251,1778006,1128835,1799461,1238906,955049,4063002,1261885,1599144,770842,1676365,170093,NA,2434613,666834,2136697,2720203,2344861,1640083,43419266,3904684,5614277,1874359,1919474,6088086,16612767,5098954,8821112,9219893,2886236,13240827,12294133,7275736,7672858,16212151,23418096,12425019,23992701,30355730,145680589,50913287,52931145,8819385,26900603,44149732,21897529,69070994,51984406,15837375,79146078,50334299,17551713,68912624,103212932,252321985,121441978,142901136,215368049
tube.84,melanogaster,D. melanogaster,mel61,M,466,31,84,0.67,44.7512318006579,49.0314178333333,60.98933,84.26,72.5,433043,25283,51665,86070,280126,1848189,19581,135291,1576341,12807,36150,40229,38552,395464,96789,177804,46025,94410,84195,12187,141805,110848,299211,95256,182362,87087,86347,152941,256260,486866,67975,72341,426892,28407,102162,151925,378967,973635,213052,174406,230821,178109,206962,141103,302788,32169,158189,731985,1460452,163190,360203,590148,239671,258836,272328,1624272,455079,7825217,843845,300639,882574,673746,2071344,986477,1718390,722809,1402544,778552,1659701,420623,1054053,956828,1421607,1053337,3142114,659074,1980227,3262490,981085,12266935,1441237,2201693,1636527,7453047,3479452,4737725,2114092,408806,1026619,4252910,4570988,3753341,16395677,21202801,17137268,7273644,8528748,22591589,25644228,16919409,11024057,15301396,14758032,23947651,37620468,29129266,12736045,44750041,38299710,14947953,73914937,65303077,170290836,22284147,69862975,109215487
tube.85,mojavensis,D. mojavensis,moj1002,F,471,31,85,1.128,59.850741056036,65.4793981666667,100.52139,242.37,265.51,NA,58191,38423,165211,134423,189792,84485,147349,NA,42509,79350,41007,95606,506298,61341,123970,167983,94150,138795,64885,162411,94055,176058,16254,134055,69976,204735,134436,209783,44797,31445,59894,184155,135645,91574,283201,283502,1163581,228088,149792,319606,290006,330518,140774,122191,282840,231289,782952,794109,92805,351555,521060,286973,340920,951282,1638992,453299,3039085,1268242,371596,2163386,1002811,2206550,930102,3014180,921955,1320960,770391,3832619,619005,273593,2852876,1183291,553726,5162143,2180931,1893819,1140244,1556720,12215299,1925138,1630042,7798020,15759183,9815729,6470433,6902299,3358187,4626697,20124420,11943804,4395592,14401167,27635619,19361729,32602721,10325208,7161481,53247296,24958249,16377595,15907615,25632940,21831387,47360176,54607382,34625685,52691674,57458860,23363164,66347072,66371388,113499899,50601161,100907924,192172389
tube.86,mojavensis,D. mojavensis,moj2008,F,476,31,86,1.264,46.4042477822521,49.0314178333333,86.49998,NA,NA,NA,37463,27327,203883,122342,159181,77610,174866,NA,77274,41040,38301,171185,415095,48046,169724,155616,127865,101217,69709,99864,129645,246325,15417,143893,68740,189866,125106,277750,40267,41553,98036,255171,207026,139238,183272,415908,1191860,295960,135133,305021,352734,479026,143221,163318,441532,215611,1127329,919910,30563,245465,853190,312467,311035,778137,1407271,577112,2506473,1587471,628402,2134742,1234462,3357313,1085310,3463089,1062661,1231844,902150,3752477,756232,NA,2876424,1348333,820131,1397400,1715871,1620294,1289691,2096326,13012131,2817666,1399588,10755001,32344166,9786782,9131961,6327762,3283321,7970352,18356187,12613407,4407509,12680153,34504367,16431557,42399063,14590900,7650636,50927351,31379652,11616921,17609832,39037717,22272473,49378313,60721644,72167112,62577960,79054817,52313039,63955330,71193230,161106063,86550271,118868992,218282930
tube.87,mojavensis,D. mojavensis,moj2008,M,481,31,87,1.034,38.1197137740167,35.0132349541667,107.55962,NA,NA,29509,34722,18688,95064,159516,275494,32999,102309,NA,38669,67270,55357,591056,277992,67941,171749,88910,106896,224276,28686,238401,103033,173053,51228,136701,115195,147061,164334,269601,48378,55079,85907,775037,122135,109317,325610,1123988,1203422,270376,174029,250959,214340,395027,139580,522111,81698,309153,850720,1838840,160910,328106,623048,587695,613916,886644,2794080,633077,2173871,1896022,840733,2278257,1096581,2276269,795179,2755736,1095514,6003933,501645,4443763,251399,395179,1968340,841982,182917,3062540,899300,1753097,1374344,1468320,14177721,3255462,3287842,3319473,12929973,17099517,4901379,4577199,1104515,4684908,10425755,15066719,4510645,25227278,31911568,11749170,14442880,9694604,11907267,65157169,37385750,6035925,18979632,26270724,21793245,40286440,35495597,26682867,63563442,63616516,38093507,64125759,80632170,109920304,36537532,81352529,166665351
tube.88,simulans,D. simulans,sim006,F,487,31,88,0.928,52.3655544300694,56.0301041666667,72.46281,72.5,120.76,NA,13349,19236,31956,34901,3840693,32512,NA,NA,NA,25560,39700,NA,65421,47944,71166,38142,74239,35207,21009,50948,70923,176352,19789,105505,75404,153223,71739,65879,43134,31671,46439,227097,50039,51223,68709,69719,774572,174901,168087,212362,181357,157870,144523,55841,93234,135571,712636,373820,73656,95253,122210,167407,180746,315558,661749,291453,1934142,309628,463380,651551,763949,2245364,752597,1113925,679412,992807,719595,1048808,351801,NA,867182,1769038,2133219,782678,922719,2225591,2077759,695570,9112777,917239,819560,2433456,2973313,3092478,4475703,4083993,1002023,1039452,5221287,4596266,5006180,9905886,21052947,9609888,9179393,8529137,14939696,14322721,7098064,15566179,11646880,10509745,25553586,32886065,24187365,9605625,48692899,29569806,21141297,75634125,52761110,100660619,21698752,53403147,120433743
tube.89,simulans,D. simulans,sim006,M,492,31,89,0.562666667,38.3232170189565,42.0014120375,67.97343,35.89,59.72,280581,20550,63152,65531,411997,473723,22905,386625,2633468,NA,24880,73398,11121,399917,32315,179313,28615,112216,93457,13488,120788,82142,154545,24059,114631,106067,105832,93059,182257,15987,49218,39709,114572,NA,79117,124874,394326,630056,222689,188599,246672,161514,298968,114007,98475,34196,176347,672813,270967,123957,152269,840698,186642,174114,264428,959070,443296,1491191,1007630,54604,624387,719373,1993902,1189992,1008636,475141,608255,748778,1045878,258404,NA,929897,1467817,1433386,1088932,493567,1939354,5555618,857817,8078538,1152332,2036413,1431104,4323940,3382903,3908444,2781397,644146,90957,4025826,5172687,3745743,13639697,24827987,15611915,5658846,10747678,44117415,23235042,21656421,10025499,15793413,19212476,23070084,37204794,26474643,9322663,48797153,29565514,2181087,70522152,88352542,89919061,12469180,76483775,126398425
tube.9,melanogaster,D. melanogaster,mel14,F,51,5,9,0.825,60.2227336296429,67.9734259166667,74.94652,155.93,252.07,NA,23389,48643,91197,83225,2755320,37177,109507,NA,34104,42120,58432,43394,159533,57193,209807,79288,89355,37884,36787,53501,114623,239662,34428,210189,87651,146122,118785,161071,99376,49569,46913,98543,120644,58517,86733,191377,323895,274006,218269,189204,257877,254881,188709,166140,872659,173801,253718,233602,28694,167045,172105,278660,292358,722290,730657,478243,5218838,979627,1024923,1041806,1138785,846090,841605,4182913,844833,582234,2479957,1803453,347353,NA,1210563,3033373,2089173,1436242,1828815,1734862,4827210,1524574,4149791,1251514,1042601,4073461,5408548,4464070,4191404,3659691,2092097,4034811,8339682,7127925,6340090,13438190,18038491,7116794,16704526,16562419,35953232,15231602,20553352,25098053,13643983,20112574,23096750,33328160,37106134,54934251,67192809,52815556,34449964,61408234,81920151,150114484,28122695,109728053,163409429
tube.90,virilis,D. virilis,vir00,M,501,31,90,2.118666667,39.8019565848684,37.5107638875,93.53094,120.76,120.76,NA,28561,29300,113242,103830,13760,47784,226815,33688,79063,111500,42225,133664,293537,108348,166754,108341,102163,271254,55510,210149,83288,275343,53323,573942,69707,283090,226477,185168,44553,164372,96367,181707,253946,179774,435038,1531080,351285,242735,140321,377276,246322,636082,168475,232112,146931,578307,576019,698324,27491,372411,1347529,556265,594836,1040229,2190485,903687,7170728,2724619,1100390,1088060,2149782,1721622,922059,4121613,1453117,1238236,600152,1674262,145236,2129556,1989945,424857,2408633,2481266,1519518,1692933,12473448,2149763,3489903,2059382,4395126,5277982,18055561,4652211,8029589,8657164,2641081,9959000,7635318,6096388,5690438,18496349,12220070,7466316,22485346,22830409,68149245,30814549,48719443,4061309,26565851,45421014,21897737,55331072,43378686,29987155,85590270,71807071,19939289,63355869,127089021,177170954,54154284,126184978,197892908
tube.92,willistoni,D. willistoni,wil02,F,509,31,92,1.031333333,38.6492232512879,33.005457175,86.49998,59.72,126.4,NA,22488,18924,57893,52879,324471,25862,195502,NA,32540,29480,42584,77952,141848,58701,130471,90090,102842,85054,22439,173162,98709,145154,37810,272808,73837,68776,106212,218536,2780,55674,51343,137092,93034,97381,172625,125978,649779,253624,163143,268817,251154,245459,141905,69734,242692,163126,1169485,437819,57961,452640,443037,512393,595248,933507,371655,415129,1812597,446502,768373,611566,615567,3644875,673963,1822368,1035666,809614,431161,952894,457738,NA,992868,25378,501429,1425495,1326471,2013581,1168894,979249,6968780,1875329,1502602,2180382,3989473,1901032,4762482,1582925,930946,2376674,4341322,3364208,4988057,12609379,6666151,8592278,9412055,13636230,7412718,28658519,8858182,214656,14819711,20188421,22867240,42265636,27238097,11840488,39205147,31575550,21355948,70912211,74521637,85782338,41333204,77882821,110067551
tube.93,willistoni,D. willistoni,wil15,F,513,31,93,1.068666667,51.8445342359207,51.507638875,86.49998,59.72,107.92,NA,26204,17655,88296,36464,474356,37439,60961,37243,NA,32720,81322,115727,127410,75369,163446,76148,91930,93187,30399,262621,83401,258495,41260,113354,70322,82901,87295,120440,29308,145415,95045,277898,40511,262121,221740,144225,407907,165387,171213,294305,319700,337958,285764,195954,457470,148212,569066,583671,336705,1039264,779403,519321,528603,872892,586177,620061,1615817,489134,899932,932842,849541,1809378,938533,1486885,1926713,1642044,603250,1832586,771148,641691,1270706,1422759,887712,1741875,1400471,1931363,1744214,1127925,4116501,1161065,2512264,2338335,9385792,2674924,5697170,1645993,1423384,794081,4911523,4825931,7930644,11249366,10748422,16483051,9802568,17244886,9460384,35390891,9632586,11758334,15539818,26350620,22566700,45157654,34813853,9062882,47395113,37829655,28377275,71187015,63322267,148890238,54771863,83809530,106615373
tube.94,willistoni,D. willistoni,wil15,M,518,31,94,0.792,34.8067047370868,35.0132349541667,65.4794,48.25,102.03,NA,21478,37004,40386,133068,614748,27340,110183,86754,38882,46790,40642,56878,264168,87437,118235,54044,90029,293644,13722,287749,176632,142552,65866,129330,113261,190098,107430,284984,9825,187014,118165,228578,155676,281267,38521,146697,463200,534399,192484,333552,337042,269879,144966,448578,100228,199138,1655165,533170,278684,941096,4081180,578230,672920,816974,1083019,481035,1705373,795436,356185,1376218,711911,4766759,912375,1152018,1393916,1504696,433450,2641047,360638,3202467,1178951,804426,780446,4050512,870193,1741259,3255332,1381668,4868755,973837,6986812,2040762,8799137,4508661,5692588,5279025,369171,4200616,7316228,6604611,4291400,14920378,7466285,16986903,8638641,27235216,14295305,55687262,16362473,8853453,12148181,19523735,22291866,49714025,25861329,9872106,42739636,25546732,7489239,72396695,106597511,92784110,22783880,86163269,100608430
