Mass,Retention Time,Frequency
538.021,3.636596,79
652.4257,3.4253166,79
700.3272,1.3225001,78
282.6414,1.3782561,78
796.5986,1.390923,78
153.1569,1.4612947,78
152.2708,1.4633975,78
316.1029,1.7066538,78
143.0235,2.2143462,78
622.354,2.4039998,78
321.0689,2.6915638,78
373.1131,1.9714997,78
841.5809,2.1329234,78
187.0243,4.0872693,78
161.0674,5.514859,78
200.0166,1.6147565,78
402.0831,5.396038,78
283.2596,1.3785194,77
200.0235,1.6294158,77
229.2097,1.7027273,77
178.0492,2.2382338,77
476.1361,2.4673114,77
254.2212,2.486182,77
926.2499,4.9907665,77
192.0263,5.57426,77
232.0448,4.195507,77
265.0789,3.274779,77
157.0335,4.4537272,77
175.0477,4.7244534,77
106.0257,1.9186492,77
845.6118,2.1321166,77
317.1206,3.6180515,77
457.1784,4.2814283,77
240.0004,3.8622077,77
440.2453,1.3784472,76
641.3528,1.5524473,76
613.1848,1.6066839,76
224.0249,3.5154736,76
417.1473,4.435343,76
398.1526,5.54829,76
136.0382,2.3659863,76
713.4995,1.4375798,76
320.0354,4.8777494,76
338.0073,5.9724083,76
425.0425,5.957448,76
430.2349,1.4018685,76
462.1039,1.3671322,76
1008.2677,1.2937065,75
696.3152,1.3327066,75
348.1961,1.3923199,75
742.5342,1.4213337,75
408.1793,1.4742935,75
200.1754,1.7377999,75
266.0614,1.8122798,75
661.4667,2.0871866,75
181.1823,2.2015867,75
547.1797,2.2073064,75
624.4101,2.6686265,75
1010.8276,3.342559,75
119.0592,3.3540666,75
364.0827,3.6698804,75
377.1073,5.6090126,75
462.3136,3.290786,75
113.9929,2.3300939,75
62.996,3.3025331,75
119.0576,4.4538407,75
237.9987,5.6633463,75
504.1679,4.3394537,75
79.967,6.0045733,75
271.0462,1.8512028,74
1064.2711,1.8882704,74
426.1357,2.6439188,74
726.2406,3.2975402,74
284.0322,3.624108,74
206.0892,4.977716,74
474.1695,5.0412436,74
275.1123,6.05219,74
312.3011,1.3614188,74
142.3815,3.5118108,74
311.1409,7.4696093,74
603.3807,1.5131488,74
113.9929,3.3383918,74
144.9994,3.4446893,74
232.0653,4.4315944,74
240.0229,6.356202,74
156.0086,6.4596357,74
893.5615,2.097824,74
324.0359,4.7338524,74
848.3803,1.3761779,73
636.2689,1.5005888,73
179.0934,1.5533426,73
235.0682,1.8592329,73
739.5153,2.0854657,73
624.3729,2.3957257,73
297.14,3.302014,73
323.0514,6.1512456,73
247.1526,6.627041,73
743.1712,1.3853283,73
975.5877,5.3335757,73
534.1437,2.3712332,73
142.0233,3.5192323,73
900.8754,4.008,73
234.0392,5.9388485,73
369.1294,5.6890416,73
137.8689,2.3935885,73
1054.236,1.2830695,72
939.2278,1.289597,72
680.7332,1.3172641,72
636.3177,1.3297364,72
508.2806,1.4479165,72
336.2256,1.4707778,72
292.2061,1.6145834,72
254.2216,1.7672498,72
332.0818,1.8689442,72
930.5718,2.156014,72
197.064,3.7808049,72
1041.7924,3.9719298,72
591.0385,4.1198754,72
341.2193,1.5467498,72
422.1243,1.5986391,72
465.0973,6.111375,72
405.1106,3.0586116,72
89.048,3.74257,72
125.0145,4.808723,72
134.0207,2.4929442,72
472.2383,1.4466757,71
473.0944,1.497775,71
716.3885,2.1553526,71
329.0344,8.385027,71
150.0537,1.9928591,71
280.2388,2.016648,71
188.1403,1.5335776,71
750.2189,2.545437,71
629.1818,2.6315494,71
230.0187,5.9313245,71
1008.2745,1.2969438,71
845.836,3.9757893,71
1085.0586,3.5031688,71
679.2172,2.522324,71
622.5942,1.3569859,70
228.5223,1.4078573,70
545.2761,1.4897426,70
930.57,1.5829859,70
479.5671,2.1519146,70
462.3189,2.3319998,70
467.1234,3.2761285,70
692.0951,3.656343,70
464.0127,3.6216717,70
862.2812,4.3620005,70
190.0949,5.0501013,70
576.1892,5.887801,70
135.0261,5.898343,70
616.6951,1.3243856,70
282.0433,1.8510145,70
448.0411,3.6082866,70
269.1094,3.7005715,70
229.0588,6.0450287,70
207.0161,2.2820282,70
297.1415,3.2970288,70
156.0081,3.3124428,70
320.0705,6.593158,70
280.5891,1.3838142,70
250.0229,5.3972,70
503.1834,2.1789286,70
862.2021,1.3044783,69
1066.42,1.366029,69
652.2879,1.4836807,69
600.3948,1.4807389,69
130.0266,2.466029,69
345.1422,2.532681,69
715.2008,3.2804055,69
515.0578,3.4791737,69
457.1776,4.28674,69
299.1199,4.338218,69
172.0129,5.582364,69
147.0868,6.200407,69
485.311,1.3030291,69
396.2349,1.3966377,69
768.5621,1.3968986,69
278.2221,2.0222318,69
679.1597,1.3828983,69
666.2201,5.019536,69
191.0248,5.978637,69
660.187,1.3289279,69
733.2161,2.4121745,69
1002.4047,1.3651451,69
661.4671,1.4507824,69
873.2349,1.911681,69
654.0783,1.2746911,68
493.3138,2.1498826,68
188.044,2.2289562,68
278.081,2.2514853,68
351.0464,3.4769118,68
774.0957,3.6481762,68
382.0114,3.6345875,68
678.9083,4.015191,68
267.0947,5.3186765,68
430.1115,5.4351616,68
215.0569,5.889735,68
307.083,6.059663,68
284.1114,6.615809,68
155.2162,7.391483,68
370.1591,4.5146465,68
230.0874,5.2674704,68
613.3395,1.3492352,68
113.0198,1.7850001,68
208.0841,2.495353,68
452.0933,5.391117,68
232.047,4.2006035,68
656.4558,1.3296568,67
684.1674,1.3168358,67
506.2639,1.4541044,67
928.5557,2.1667907,67
168.2981,2.1966116,67
821.4174,2.3848212,67
361.1359,2.5477462,67
268.0797,2.901164,67
142.0229,3.5199409,67
159.1092,3.9539254,67
427.1342,5.049612,67
116.0123,6.0111504,67
500.1307,2.352328,67
434.2815,3.3002987,67
991.7228,1.4322684,67
186.1242,1.550821,67
144.9987,3.6859856,67
485.3115,1.3045223,67
458.2608,1.447612,67
809.2241,1.9654334,67
242.1992,4.1638055,67
524.1278,1.3352091,67
230.0872,4.20012,67
850.7012,1.2415454,66
724.1964,1.3201663,66
940.426,1.3515606,66
195.208,1.5854093,66
617.1852,1.9581513,66
166.0487,2.3043025,66
570.3244,2.4098938,66
702.4187,2.5381966,66
1074.6873,2.5824852,66
999.3311,3.3147876,66
991.0774,3.5247731,66
172.0156,6.07738,66
432.1419,2.3491664,66
517.1584,2.4171062,66
240.0667,1.3544852,66
374.2141,1.4026061,66
214.1561,1.5019244,66
222.0407,2.0668333,66
187.0284,5.2803946,66
234.0383,5.915848,66
360.1264,2.2038784,66
187.0449,3.4881365,66
279.3689,1.3905532,65
214.1923,1.418523,65
453.2823,1.6100767,65
488.1578,1.7104771,65
174.0135,1.7401079,65
201.0406,1.8167536,65
747.3843,2.1463847,65
480.3046,2.1509385,65
114.0272,3.3343081,65
1021.3141,3.3643377,65
575.0464,3.6583228,65
609.919,3.8653533,65
101.047,5.413708,65
130.0621,1.5531387,65
324.0353,5.607707,65
783.5067,1.4195693,65
272.0127,2.298338,65
402.137,3.7354462,65
332.1007,6.470814,65
240.0481,8.469938,65
299.1211,4.292722,65
226.1916,1.730323,65
718.0905,1.2668749,64
198.0216,1.8014841,64
102.0306,1.849625,64
775.3779,2.2008908,64
436.3027,2.2291248,64
188.0773,2.6847346,64
72.0214,3.344031,64
187.0434,3.4901407,64
374.0131,3.4735,64
419.9746,3.7932029,64
118.2243,2.1805468,64
188.0331,2.2866096,64
148.0378,4.7145324,64
265.0781,2.9858117,64
265.0792,3.0545943,64
344.0417,4.23414,64
311.1069,5.275687,64
196.0579,5.827265,64
960.3756,1.3276877,64
895.5758,2.0990157,64
632.4818,2.1108124,64
1057.5076,2.6687975,64
719.2237,5.366875,64
767.5135,1.6014063,64
858.5296,1.386969,64
800.3187,1.3048254,63
886.2166,1.3076183,63
533.2708,1.5795237,63
204.0265,1.558905,63
1000.259,2.042937,63
327.1188,2.1510634,63
192.1463,2.223222,63
793.3876,2.3710952,63
997.4859,2.6679046,63
305.0747,3.3083813,63
999.8342,3.315048,63
610.0902,3.661191,63
354.1078,3.9533176,63
132.0534,5.0714602,63
269.9914,6.045285,63
203.0351,6.2249045,63
250.0666,1.8552694,63
161.0485,1.861,63
435.3153,1.3051904,63
240.2052,1.4091746,63
1085.539,2.584778,63
405.1081,3.2799208,63
672.2837,1.3144447,63
639.3358,2.185016,63
535.9306,3.878857,63
522.0888,4.166396,63
63.9986,5.6394763,63
560.1682,1.3402383,63
467.1297,3.2951753,63
1042.2634,1.2486291,62
694.4493,1.3992578,62
200.2975,1.425629,62
598.3143,2.090355,62
477.2867,2.1618388,62
645.3168,2.1825325,62
219.237,2.2450805,62
424.1173,2.3690162,62
895.453,2.4917743,62
920.447,3.3074841,62
322,3.7780812,62
509.9788,4.082241,62
296.0884,7.4241123,62
294.0581,2.247435,62
538.0152,3.468807,62
134.1199,5.5638223,62
166.0476,1.3497422,62
343.235,1.5536934,62
564.1889,2.6375482,62
162.0523,2.6361458,62
278.2255,2.0178869,62
346.1069,2.2604513,62
396.1737,4.4995484,62
912.3881,1.3747702,61
278.218,1.7730982,61
221.092,2.169656,61
761.5207,2.1653934,61
803.4061,2.1898196,61
131.1918,2.6223931,61
269.108,3.5962293,61
1018.3103,4.3509183,61
172.0135,4.8057046,61
650.2358,4.982984,61
218.1234,6.4978533,61
251.0999,6.669639,61
656.3696,1.4346557,61
279.0948,2.0201151,61
178.0486,2.0289018,61
375.998,5.1605906,61
196.0578,6.479262,61
542.3816,1.3845901,61
195.059,2.2069504,61
430.1334,2.4156556,61
1008.3377,2.6450658,61
312.1172,4.597591,61
270.2528,1.3791965,61
320.1464,2.0765572,61
408.2713,2.1793115,61
169.0844,6.625951,61
912.232,1.2894168,60
1042.406,1.3216498,60
710.3919,1.3507501,60
594.5605,1.3641499,60
398.2343,1.3697497,60
542.2493,1.4994831,60
377.0968,1.5419669,60
228.3133,1.6576833,60
216.1669,2.20775,60
106.0279,2.3638003,60
201.0609,3.4536333,60
402.1316,3.6465838,60
263.0231,5.4645834,60
147.0528,5.811285,60
463.1443,5.9328666,60
244.0897,8.797467,60
808.6424,1.3848331,60
314.0507,2.2595167,60
211.0504,1.999433,60
156.0079,3.0601342,60
132.053,5.27105,60
289.0007,5.5156,60
247.066,6.0572996,60
209.0367,2.2679832,60
374.0164,3.5200167,60
297.0585,5.421265,60
938.405,1.3658307,59
480.4159,1.4038645,59
488.1663,1.5516951,59
254.1011,2.096407,59
406.2572,2.189068,59
323.0891,2.2139833,59
838.2345,2.9473722,59
88.0163,3.318729,59
433.0487,3.4796953,59
367.9315,3.939339,59
819.2397,4.303627,59
623.2257,4.3938656,59
196.0577,4.815441,59
188.1156,4.936577,59
312.1178,5.0812197,59
738.2425,6.156237,59
446.1955,6.437897,59
329.1805,6.4613733,59
490.2687,1.337119,59
316.2105,1.6115086,59
366.144,1.8192201,59
536.1591,2.4058137,59
62.9962,3.027933,59
978.2327,1.2496271,59
310.183,1.336356,59
458.1266,2.4670506,59
292.1377,4.660169,59
132.0048,1.6178646,59
163.0514,2.1411524,59
142.2945,3.5217793,59
290.002,3.098135,59
190.0197,4.4621696,59
932.3487,1.3279312,58
250.1021,1.4478619,58
845.6085,1.497121,58
411.297,1.5160687,58
364.2466,1.7390519,58
462.3196,2.1341379,58
180.4667,2.1988964,58
948.4754,3.3047588,58
1021.8162,3.3656378,58
500.1137,3.8660176,58
1018.8134,4.350897,58
550.1909,2.461965,58
519.0689,5.9364653,58
276.0955,6.2695,58
360.0223,5.6658616,58
724.1984,1.3217069,58
836.4047,1.3499656,58
508.1131,1.3794138,58
393.0932,1.9305345,58
478.1526,2.4101722,58
306.0301,3.5124314,58
1078.2625,1.2818791,58
421.1004,4.167983,58
344.0431,4.2384477,58
147.9726,1.5133793,58
502.1392,1.3520688,58
272.0039,2.296896,58
449.0673,5.666068,58
850.2615,1.3083684,57
372.3293,1.349772,57
784.3686,1.3713509,57
152.4168,1.4633334,57
198.0263,1.6229649,57
158.0418,1.8576846,57
687.481,2.041123,57
841.5694,2.1284912,57
180.3079,2.2018774,57
793.3852,2.2106664,57
624.3658,2.4360878,57
189.1787,2.6026313,57
597.0601,3.4801936,57
300.0099,3.6700177,57
996.8555,4.0067363,57
757.9647,4.061807,57
405.1117,5.0153685,57
175.2845,2.4156842,57
437.9526,3.8711927,57
165.0449,5.762614,57
269.987,5.9327717,57
131.0583,6.6192803,57
305.0789,3.3087368,57
113.9929,4.482386,57
637.3176,2.1805966,57
161.1544,1.8602283,57
674.5081,1.2820878,57
606.9458,4.0229816,57
976.2464,1.284214,56
462.0962,1.3589466,56
152.3303,1.465375,56
191.053,1.6614821,56
408.2661,2.180643,56
531.1795,2.5759823,56
621.2384,3.0271964,56
142.3829,3.520357,56
650.2372,4.7194643,56
295.1268,5.112785,56
819.2675,6.2549644,56
828.349,1.3087146,56
660.1793,1.324,56
148.0385,2.1912856,56
426.1306,2.6560178,56
568.2869,1.3345711,56
592.1835,2.6147857,56
342.115,2.628071,56
144.9994,3.5839996,56
1078.3387,1.3219105,56
237.0873,2.0265896,56
744.7733,1.3128394,56
442.2577,1.3624464,56
374.0173,3.627535,56
594.0735,1.2922364,55
912.1781,1.349891,55
564.512,1.3738364,55
254.7463,1.3954909,55
242.1948,1.4785092,55
257.2414,1.7049999,55
482.2696,2.0798361,55
449.1218,2.2536542,55
282.2544,2.4572725,55
1083.5225,2.6203997,55
221.0898,2.6380544,55
142.4152,3.5069828,55
607.0797,4.5118184,55
134.1588,5.950618,55
259.0792,6.1906724,55
192.0248,6.204364,55
696.4449,6.444599,55
1088.4017,1.3210907,55
442.2518,1.3644542,55
735.4807,1.4356182,55
628.0244,3.6156187,55
281.3869,1.3845823,55
194.1016,1.728255,55
322.0729,1.9724367,55
202.0319,2.1339455,55
660.5144,2.106855,55
743.5439,2.0863817,55
330.0918,5.6408896,55
515.0455,5.990963,55
310.1387,7.5052724,55
310.281,1.3867091,55
813.55,2.1437638,55
1063.2358,1.3966366,55
1084.2255,1.3037778,54
227.3224,1.4142593,54
656.374,1.4394075,54
182.0223,1.5959628,54
254.2232,1.7398523,54
268.0425,1.799185,54
474.1676,2.378778,54
555.6214,2.634796,54
220.1054,4.8730555,54
812.2908,4.996278,54
351.0551,5.0206866,54
325.1367,5.2831855,54
831.2668,5.668834,54
347.2203,5.9466662,54
218.009,6.2175007,54
319.0845,6.227166,54
516.3626,1.3911295,54
460.1377,2.3600187,54
363.0515,5.899741,54
148.0382,5.9016113,54
233.0871,6.138686,54
354.2078,1.3492961,54
1063.235,1.3931297,54
835.5479,1.4917779,54
305.0743,2.2548697,54
504.409,1.4066297,54
937.2484,1.9065372,54
289.0027,1.9537221,54
113.9929,4.588554,54
307.0844,6.0742216,54
444.2546,1.3570927,54
235.0713,1.8983147,54
548.1045,4.1674814,54
405.1111,3.2968516,54
384.2605,1.3626297,54
426.0466,5.6572227,54
482.3203,3.7100372,54
1028.4355,1.3490378,53
956.5847,1.5561888,53
178.0458,1.7621508,53
808.2206,1.9355093,53
282.2514,2.008283,53
417.1514,2.1986036,53
503.1846,2.3583775,53
72.0207,2.443151,53
588.1901,3.3270001,53
852.2083,3.4219625,53
424.116,3.571944,53
256.109,3.9636786,53
999.3319,4.362,53
113.0475,4.82749,53
174.0993,5.27202,53
244.0894,9.4974165,53
637.2899,1.5194716,53
200.1764,2.026887,53
150.0534,2.3704526,53
474.1647,2.3705661,53
432.0368,5.93666,53
674.503,1.2826034,53
202.0327,1.5109434,53
242.02,1.695151,53
228.0024,2.5519812,53
152.0529,5.243736,53
215.3605,5.387509,53
981.8207,1.3817924,53
198.8134,1.564623,53
427.132,4.4424915,53
482.0396,2.1463397,53
605.3167,2.201585,53
197.0624,4.2240562,53
428.0127,5.984755,53
534.1392,2.3818302,53
99.9568,1.347849,53
326.1223,2.109906,53
944.2595,1.3021511,53
659.4528,1.4583272,52
750.4848,1.5488845,52
193.0596,1.6465962,52
233.0607,1.6342118,52
603.3023,2.2098653,52
525.2984,3.0002882,52
679.0598,3.482038,52
522.0881,4.1632504,52
824.22,4.3351727,52
446.158,5.368749,52
97.9779,6.0703464,52
249.0565,1.8321922,52
165.1548,5.5548453,52
368.14,5.788076,52
155.2161,7.948885,52
448.2329,1.4115767,52
235.0692,1.9174042,52
270.0945,3.0494614,52
265.0767,3.3018074,52
217.0364,4.110308,52
255.0924,4.4359426,52
257.0687,2.238462,52
269.1103,3.737038,52
312.3017,1.3632499,52
329.0345,7.9787517,52
382.1592,4.2356925,52
640.4256,1.4127114,52
876.4148,1.3523654,52
819.7624,1.3590386,52
578.3577,1.5484036,52
598.4827,1.3245577,52
85.0178,2.2225385,52
588.1485,1.3308235,51
340.3275,1.3532549,51
436.2427,1.3820785,51
484.3175,1.5368431,51
636.2688,2.1543725,51
902.5418,2.1780982,51
999.834,4.361412,51
174.0996,4.9868627,51
550.1758,5.933391,51
471.1508,2.63749,51
552.0316,3.495764,51
334.063,4.3779807,51
345.0769,6.023569,51
541.0537,6.0963135,51
204.0461,6.1052356,51
637.2868,1.3149215,51
314.0869,1.34602,51
787.5357,1.4159999,51
270.0937,2.980196,51
161.0468,4.448863,51
219.0134,1.2560784,51
628.3397,1.4406273,51
154.9801,1.4826077,51
141.0181,1.9990195,51
484.1391,3.6707647,51
322.1378,6.4061165,51
574.228,6.378667,51
936.2444,1.9053135,51
492.1698,2.3812747,51
839.0482,3.5054708,51
158.1298,1.4691768,51
688.1984,1.327098,51
62.9963,4.5822935,51
329.034,6.8435287,51
808.8071,1.30638,50
746.5002,1.34236,50
638.5494,1.3745999,50
513.4772,1.38578,50
226.5042,1.4144998,50
294.0632,1.8379997,50
288.9986,1.8766396,50
542.2503,2.1123595,50
272.0736,4.1650405,50
155.1757,7.130439,50
244.0898,9.136041,50
282.804,1.3785001,50
357.1346,2.05774,50
148.1405,2.47464,50
581.0571,3.57948,50
481.0791,5.9731584,50
446.0484,6.03484,50
969.7799,1.3958199,50
412.2159,1.41576,50
201.0382,1.8055202,50
194.0417,2.5630398,50
161.0469,4.5613394,50
397.1337,4.6307597,50
255.0244,1.60286,50
550.1994,2.4535396,50
126.9065,2.33662,50
633.9071,3.88264,50
250.0268,2.30678,50
356.1431,4.2235003,50
1067.2494,1.4836999,50
520.3166,1.5588001,50
555.3517,2.6341803,50
630.4289,1.36851,49
873.4856,1.369306,49
976.4021,1.3737347,49
454.399,1.4128572,49
564.2773,1.489245,49
498.1274,1.5230815,49
330.0963,1.6172247,49
242.0206,1.6693674,49
319.0726,1.9210209,49
956.5864,2.1484082,49
576.2853,2.265939,49
484.1386,2.418959,49
262.0775,2.5212853,49
674.3889,2.5731428,49
715.7035,3.27751,49
780.2135,3.3323474,49
785.2812,3.3346527,49
374.0132,3.607612,49
431.1565,3.7126534,49
158.4077,3.9526324,49
519.0765,4.126082,49
207.0988,5.0363874,49
244.0901,9.331693,49
256.2389,2.0022652,49
293.0389,2.2669182,49
488.1311,2.3081632,49
456.1021,2.3696527,49
546.1999,2.397612,49
596.3329,2.4143674,49
445.0346,5.9886317,49
195.0875,1.7417555,49
320.1394,2.07,49
297.0576,5.420162,49
216.117,5.638776,49
311.1411,7.609389,49
280.2411,2.0258572,49
688.3558,2.1662855,49
171.0499,3.6400404,49
962.5549,3.5033867,49
570.273,2.0954494,49
490.1527,2.4524488,49
525.3054,3.0268974,49
268.0801,3.0622654,49
322.0882,2.1943061,49
134.0208,2.7040408,49
344.2997,1.3678371,49
950.2338,1.3033959,48
824.6317,1.384771,48
229.3408,1.4072706,48
551.4842,1.4130207,48
602.3255,1.4417706,48
254.3554,1.7444377,48
488.1559,1.9464169,48
268.223,2.118167,48
387.1394,2.234229,48
194.0408,2.294896,48
508.1753,2.497146,48
196.176,2.6313126,48
142.3572,3.542333,48
437.9534,3.8678339,48
294.0344,3.8886673,48
548.1037,4.1645207,48
134.0212,6.6667295,48
155.2158,6.89,48
788.2121,1.3104376,48
467.1255,2.3393543,48
363.0875,3.4064379,48
142.2382,3.5348756,48
324.0322,5.900396,48
130.9828,0.91141653,48
598.4787,1.3312501,48
434.2864,3.301959,48
229.0509,5.6148343,48
206.0406,5.9618964,48
155.0694,7.408834,48
850.2047,1.2564999,48
216.0594,5.317854,48
278.3664,1.3889791,48
216.0522,4.166958,48
1088.4066,1.3222708,48
691.3568,2.2040207,48
240.0486,8.30425,48
1048.3157,3.2914371,48
265.0802,2.2404997,48
664.4336,1.3971915,47
559.2876,1.5359575,47
980.5831,1.5392982,47
553.1743,1.6819576,47
843.5976,2.1313405,47
62.9974,2.1344042,47
118.0261,2.1615105,47
195.0585,2.1886594,47
292.0733,2.2462978,47
152.0458,2.5290642,47
182.0775,3.5123615,47
780.2136,4.3620844,47
358.109,4.3787656,47
204.0276,4.765213,47
395.1182,5.323383,47
309.1057,6.083999,47
798.1723,1.391298,47
653.2102,2.6762552,47
461.1684,4.358404,47
447.1518,4.354935,47
157.0734,7.4601064,47
1040.1978,1.3507873,47
602.3881,1.3760003,47
240.0855,2.391447,47
397.9881,3.800915,47
261.0334,5.727788,47
464.004,1.3176383,47
611.3205,1.3412342,47
167.0592,2.0457234,47
222.0411,2.0689995,47
206.0416,6.0187664,47
932.351,1.3310213,47
820.5889,1.5001067,47
472.1551,1.9858507,47
102.1195,2.2543404,47
124.9085,2.334894,47
173.0081,4.431085,47
193.0521,1.8110002,47
490.1474,2.4653187,47
161.047,3.2468936,47
807.1925,1.3815109,47
594.1994,1.3301522,46
838.6744,1.3722391,46
428.2482,1.4503258,46
111.9833,1.5454994,46
200.1718,1.7911737,46
561.2984,2.0763264,46
208.0585,2.245848,46
135.0559,2.2515647,46
758.3923,2.6192396,46
142.1654,3.504109,46
201.0621,3.6834562,46
431.1577,4.2869563,46
457.1789,5.1343036,46
669.2131,5.384261,46
610.4726,1.2986087,46
422.2291,1.3308045,46
535.4629,1.3856086,46
508.2763,1.4453697,46
228.1291,1.6610217,46
633.2037,2.6608262,46
577.3294,2.6661744,46
114.0267,3.0392175,46
460.296,3.2898915,46
358.0015,5.9822392,46
663.0985,6.097544,46
280.5409,1.3828695,46
536.4812,1.3840218,46
363.1909,1.4174564,46
198.0158,1.7671086,46
156.0081,3.205109,46
117.079,3.326131,46
128.0086,5.135022,46
348.04,5.659978,46
425.0398,5.9517393,46
876.2108,1.2895651,46
187.121,1.866913,46
402.1316,2.4350436,46
754.2373,3.3282392,46
152.0482,3.7226527,46
345.0833,6.013391,46
345.2149,2.1969783,46
904.2729,2.4096954,46
228.0011,2.717565,46
205.037,5.6476316,46
160.1202,6.713391,46
1040.2548,1.2795218,46
654.0832,1.2779999,46
658.5002,2.1061523,46
538.0219,3.4797606,46
285.1058,4.2780223,46
191.0259,5.939696,46
496.0729,4.164369,46
242.0873,5.279326,46
486.2884,2.1616306,46
